order_id,warehouse_region,shipping_cost,promised_delivery_date,actual_delivery_date,delivery_status
O0003677,Central Hub,11.76,2026-03-11,2026-03-11,On Time
O0003678,West Hub,6.66,2026-03-08,2026-03-07,On Time
O0003679,West Hub,9.71,2026-03-09,2026-03-08,On Time
O0003680,Central Hub,10.84,2026-03-11,2026-03-11,On Time
O0003681,Central Hub,9.71,2026-03-09,2026-03-09,On Time
O0003682,Central Hub,9.85,2026-03-10,2026-03-09,On Time
O0003683,East Hub,6.36,2026-03-11,2026-03-11,On Time
O0003684,Central Hub,8.78,2026-03-09,2026-03-08,On Time
O0003685,East Hub,9.72,2026-03-09,2026-03-08,On Time
O0003686,West Hub,9.18,2026-03-09,2026-03-08,On Time
O0003687,Central Hub,7.81,2026-03-11,2026-03-10,On Time
O0003688,East Hub,7.63,2026-03-12,2026-03-12,On Time
O0003689,East Hub,8.04,2026-03-12,2026-03-11,On Time
O0003690,East Hub,9.19,2026-03-11,2026-03-11,On Time
O0003691,East Hub,15.5,2026-03-11,2026-03-11,On Time
O0003692,West Hub,8.83,2026-03-09,2026-03-08,On Time
O0003693,East Hub,7.19,2026-03-12,2026-03-11,On Time
O0003694,Central Hub,10.92,2026-03-11,2026-03-10,On Time
O0003695,East Hub,7.48,2026-03-12,2026-03-12,On Time
O0003696,East Hub,11.17,2026-03-09,2026-03-09,On Time
O0003697,West Hub,8.99,2026-03-10,2026-03-10,On Time
O0003698,Central Hub,10.55,2026-03-09,2026-03-09,On Time
O0003699,West Hub,8.12,2026-03-11,2026-03-12,Late
O0003700,Central Hub,12.83,2026-03-10,2026-03-09,On Time
O0003701,East Hub,7.77,2026-03-12,2026-03-12,On Time
O0003702,West Hub,10.88,2026-03-10,2026-03-09,On Time
O0003703,East Hub,10.92,2026-03-12,2026-03-11,On Time
O0003704,Central Hub,12.49,2026-03-09,2026-03-08,On Time
O0003705,East Hub,6.83,2026-03-09,2026-03-09,On Time
O0003706,Central Hub,16.69,2026-03-09,2026-03-09,On Time
O0003707,East Hub,8.09,2026-03-11,2026-03-14,Late
O0003708,West Hub,12.99,2026-03-11,2026-03-12,Late
O0003709,West Hub,15.61,2026-03-12,2026-03-12,On Time
O0003710,West Hub,9.62,2026-03-09,2026-03-08,On Time
O0003711,Central Hub,10.4,2026-03-12,2026-03-11,On Time
O0003712,East Hub,21.08,2026-03-11,2026-03-10,On Time
O0003713,West Hub,14.03,2026-03-12,2026-03-17,Late
O0003714,West Hub,10.17,2026-03-11,2026-03-11,On Time
O0003715,Central Hub,14.57,2026-03-12,2026-03-11,On Time
O0003716,Central Hub,13.76,2026-03-10,2026-03-10,On Time
O0003717,West Hub,16.58,2026-03-10,2026-03-11,Late
O0003718,West Hub,8.33,2026-03-12,2026-03-14,Late
O0003719,East Hub,10.66,2026-03-10,2026-03-10,On Time
O0003720,West Hub,8.34,2026-03-10,2026-03-10,On Time
O0003721,Central Hub,14.08,2026-03-10,2026-03-09,On Time
O0003722,West Hub,9.87,2026-03-10,2026-03-09,On Time
O0003723,Central Hub,6.72,2026-03-12,2026-03-12,On Time
O0003724,West Hub,8.98,2026-03-09,2026-03-09,On Time
O0003725,East Hub,11.32,2026-03-10,2026-03-09,On Time
O0003726,Central Hub,9.17,2026-03-09,2026-03-08,On Time
O0003727,Central Hub,6.73,2026-03-12,2026-03-12,On Time
O0003728,East Hub,16.06,2026-03-11,2026-03-11,On Time
O0003729,Central Hub,8.25,2026-03-11,2026-03-11,On Time
O0003730,Central Hub,11.79,2026-03-10,2026-03-10,On Time
O0003731,West Hub,8.39,2026-03-11,2026-03-11,On Time
O0003732,East Hub,13.91,2026-03-12,2026-03-12,On Time
O0003733,East Hub,6.17,2026-03-10,2026-03-10,On Time
O0003734,Central Hub,9.7,2026-03-11,2026-03-11,On Time
O0003735,East Hub,8.37,2026-03-10,2026-03-09,On Time
O0003736,East Hub,12.23,2026-03-09,2026-03-09,On Time
O0003737,East Hub,8.34,2026-03-11,2026-03-11,On Time
O0003738,Central Hub,8.27,2026-03-09,2026-03-09,On Time
O0003739,East Hub,9.54,2026-03-12,2026-03-16,Late
O0003740,West Hub,20.37,2026-03-10,2026-03-09,On Time
O0003741,Central Hub,7.68,2026-03-10,2026-03-10,On Time
O0003742,West Hub,12.44,2026-03-11,2026-03-11,On Time
O0003743,West Hub,8.41,2026-03-09,2026-03-08,On Time
O0003744,West Hub,8.39,2026-03-12,2026-03-12,On Time
O0003745,West Hub,9.93,2026-03-10,2026-03-09,On Time
O0003746,Central Hub,6.51,2026-03-11,2026-03-12,Late
O0003747,West Hub,8.24,2026-03-11,2026-03-10,On Time
O0003748,Central Hub,7.96,2026-03-11,2026-03-10,On Time
O0003749,East Hub,7.44,2026-03-11,2026-03-11,On Time
O0003750,West Hub,19.06,2026-03-13,2026-03-12,On Time
O0003751,West Hub,8.98,2026-03-10,2026-03-09,On Time
O0003752,West Hub,7.03,2026-03-13,2026-03-13,On Time
O0003753,East Hub,14.51,2026-03-11,2026-03-11,On Time
O0003754,West Hub,7.1,2026-03-13,2026-03-16,Late
O0003755,West Hub,8.21,2026-03-10,2026-03-09,On Time
O0003756,West Hub,9.97,2026-03-12,2026-03-11,On Time
O0003757,Central Hub,9.98,2026-03-12,2026-03-11,On Time
O0003758,Central Hub,7.34,2026-03-10,2026-03-10,On Time
O0003759,West Hub,13.35,2026-03-13,2026-03-13,On Time
O0003760,West Hub,7.69,2026-03-13,2026-03-12,On Time
O0003761,East Hub,9.38,2026-03-13,2026-03-12,On Time
O0003762,West Hub,7.81,2026-03-13,2026-03-12,On Time
O0003763,West Hub,9.71,2026-03-10,2026-03-09,On Time
O0003764,Central Hub,7.16,2026-03-10,2026-03-10,On Time
O0003765,East Hub,8.37,2026-03-12,2026-03-17,Late
O0003766,West Hub,11.01,2026-03-13,2026-03-12,On Time
O0003767,East Hub,9.27,2026-03-12,2026-03-12,On Time
O0003768,Central Hub,7.09,2026-03-12,2026-03-11,On Time
O0003769,West Hub,12.51,2026-03-13,2026-03-12,On Time
O0003770,West Hub,10.47,2026-03-11,2026-03-11,On Time
O0003771,Central Hub,9.6,2026-03-12,2026-03-11,On Time
O0003772,East Hub,14.89,2026-03-11,2026-03-16,Late
O0003773,West Hub,8.35,2026-03-10,2026-03-10,On Time
O0003774,East Hub,12.9,2026-03-12,2026-03-12,On Time
O0003775,East Hub,17.42,2026-03-10,2026-03-09,On Time
O0003776,Central Hub,8.62,2026-03-13,2026-03-13,On Time
O0003777,East Hub,10.63,2026-03-11,2026-03-11,On Time
O0003778,West Hub,7.32,2026-03-10,2026-03-10,On Time
O0003779,East Hub,9.56,2026-03-12,2026-03-12,On Time
O0003780,Central Hub,11.97,2026-03-13,2026-03-13,On Time
O0003781,Central Hub,7.55,2026-03-10,2026-03-10,On Time
O0003782,West Hub,8.0,2026-03-10,2026-03-09,On Time
O0003783,Central Hub,16.78,2026-03-13,2026-03-13,On Time
O0003784,East Hub,12.26,2026-03-10,2026-03-09,On Time
O0003785,West Hub,6.65,2026-03-13,2026-03-12,On Time
O0003786,East Hub,8.99,2026-03-10,2026-03-10,On Time
O0003787,Central Hub,11.47,2026-03-12,2026-03-12,On Time
O0003788,West Hub,9.17,2026-03-11,2026-03-10,On Time
O0003789,West Hub,9.45,2026-03-12,2026-03-14,Late
O0003790,East Hub,13.72,2026-03-12,2026-03-11,On Time
O0003791,West Hub,13.23,2026-03-10,2026-03-09,On Time
O0003792,Central Hub,7.21,2026-03-12,2026-03-11,On Time
O0003793,Central Hub,6.8,2026-03-10,2026-03-10,On Time
O0003794,West Hub,20.08,2026-03-13,2026-03-13,On Time
O0003795,West Hub,8.27,2026-03-12,2026-03-11,On Time
O0003796,West Hub,7.49,2026-03-13,2026-03-12,On Time
O0003797,Central Hub,7.98,2026-03-10,2026-03-09,On Time
O0003798,West Hub,8.15,2026-03-11,2026-03-11,On Time
O0003799,West Hub,7.76,2026-03-10,2026-03-09,On Time
O0003800,Central Hub,7.9,2026-03-10,2026-03-10,On Time
O0003801,Central Hub,10.52,2026-03-13,2026-03-13,On Time
O0003802,Central Hub,16.11,2026-03-10,2026-03-09,On Time
O0003803,East Hub,5.93,2026-03-12,2026-03-12,On Time
O0003804,East Hub,11.09,2026-03-10,2026-03-09,On Time
O0003805,Central Hub,9.15,2026-03-10,2026-03-09,On Time
O0003806,West Hub,9.75,2026-03-12,2026-03-11,On Time
O0003807,Central Hub,16.16,2026-03-13,2026-03-12,On Time
O0003808,West Hub,7.08,2026-03-11,2026-03-10,On Time
O0003809,West Hub,11.8,2026-03-12,2026-03-12,On Time
O0003810,West Hub,11.97,2026-03-11,2026-03-10,On Time
O0003811,Central Hub,8.37,2026-03-12,2026-03-12,On Time
O0003812,East Hub,7.42,2026-03-10,2026-03-10,On Time
O0003813,Central Hub,8.77,2026-03-11,2026-03-10,On Time
O0003814,East Hub,17.16,2026-03-13,2026-03-13,On Time
O0003815,East Hub,8.27,2026-03-10,2026-03-09,On Time
O0003816,East Hub,9.25,2026-03-10,2026-03-09,On Time
O0003817,Central Hub,11.24,2026-03-12,2026-03-11,On Time
O0003818,Central Hub,4.96,2026-03-13,2026-03-13,On Time
O0003819,Central Hub,11.15,2026-03-12,2026-03-12,On Time
O0003820,East Hub,10.94,2026-03-12,2026-03-11,On Time
O0003821,West Hub,10.19,2026-03-11,2026-03-10,On Time
O0003822,East Hub,7.5,2026-03-12,2026-03-11,On Time
O0003823,Central Hub,22.12,2026-03-14,2026-03-14,On Time
O0003824,Central Hub,12.35,2026-03-12,2026-03-11,On Time
O0003825,Central Hub,9.25,2026-03-12,2026-03-12,On Time
O0003826,West Hub,10.47,2026-03-12,2026-03-12,On Time
O0003827,Central Hub,11.61,2026-03-11,2026-03-10,On Time
O0003828,West Hub,8.23,2026-03-11,2026-03-10,On Time
O0003829,West Hub,8.38,2026-03-13,2026-03-13,On Time
O0003830,Central Hub,10.2,2026-03-13,2026-03-13,On Time
O0003831,West Hub,7.51,2026-03-12,2026-03-11,On Time
O0003832,East Hub,7.22,2026-03-11,2026-03-11,On Time
O0003833,West Hub,13.72,2026-03-12,2026-03-12,On Time
O0003834,West Hub,9.94,2026-03-11,2026-03-11,On Time
O0003835,West Hub,20.38,2026-03-14,2026-03-15,Late
O0003836,East Hub,8.74,2026-03-11,2026-03-11,On Time
O0003837,West Hub,7.67,2026-03-13,2026-03-12,On Time
O0003838,Central Hub,8.02,2026-03-14,2026-03-13,On Time
O0003839,West Hub,12.4,2026-03-12,2026-03-14,Late
O0003840,East Hub,12.82,2026-03-14,2026-03-14,On Time
O0003841,East Hub,5.57,2026-03-12,2026-03-12,On Time
O0003842,West Hub,17.73,2026-03-11,2026-03-11,On Time
O0003843,West Hub,10.19,2026-03-13,2026-03-12,On Time
O0003844,West Hub,15.92,2026-03-11,2026-03-10,On Time
O0003845,West Hub,9.67,2026-03-11,2026-03-11,On Time
O0003846,Central Hub,12.31,2026-03-14,2026-03-14,On Time
O0003847,East Hub,7.07,2026-03-11,2026-03-11,On Time
O0003848,Central Hub,6.58,2026-03-12,2026-03-12,On Time
O0003849,East Hub,10.63,2026-03-14,2026-03-14,On Time
O0003850,Central Hub,12.34,2026-03-13,2026-03-13,On Time
O0003851,Central Hub,8.57,2026-03-13,2026-03-13,On Time
O0003852,Central Hub,11.28,2026-03-11,2026-03-10,On Time
O0003853,East Hub,15.2,2026-03-14,2026-03-14,On Time
O0003854,West Hub,20.92,2026-03-12,2026-03-12,On Time
O0003855,Central Hub,7.4,2026-03-12,2026-03-12,On Time
O0003856,Central Hub,9.64,2026-03-13,2026-03-15,Late
O0003857,Central Hub,9.49,2026-03-12,2026-03-12,On Time
O0003858,Central Hub,8.87,2026-03-14,2026-03-13,On Time
O0003859,Central Hub,6.63,2026-03-11,2026-03-10,On Time
O0003860,Central Hub,12.9,2026-03-12,2026-03-11,On Time
O0003861,East Hub,12.17,2026-03-13,2026-03-12,On Time
O0003862,West Hub,8.84,2026-03-14,2026-03-14,On Time
O0003863,East Hub,7.64,2026-03-13,2026-03-12,On Time
O0003864,East Hub,18.44,2026-03-14,2026-03-14,On Time
O0003865,Central Hub,7.95,2026-03-11,2026-03-11,On Time
O0003866,West Hub,20.14,2026-03-14,2026-03-14,On Time
O0003867,West Hub,8.25,2026-03-13,2026-03-12,On Time
O0003868,East Hub,12.79,2026-03-13,2026-03-13,On Time
O0003869,Central Hub,7.94,2026-03-12,2026-03-11,On Time
O0003870,West Hub,12.01,2026-03-13,2026-03-15,Late
O0003871,West Hub,8.47,2026-03-11,2026-03-10,On Time
O0003872,West Hub,11.33,2026-03-11,2026-03-10,On Time
O0003873,West Hub,6.11,2026-03-13,2026-03-12,On Time
O0003874,East Hub,12.96,2026-03-14,2026-03-13,On Time
O0003875,Central Hub,8.43,2026-03-11,2026-03-11,On Time
O0003876,Central Hub,8.18,2026-03-13,2026-03-13,On Time
O0003877,East Hub,8.38,2026-03-11,2026-03-10,On Time
O0003878,East Hub,8.1,2026-03-14,2026-03-14,On Time
O0003879,West Hub,15.81,2026-03-11,2026-03-10,On Time
O0003880,Central Hub,10.16,2026-03-14,2026-03-13,On Time
O0003881,Central Hub,11.83,2026-03-11,2026-03-11,On Time
O0003882,West Hub,10.58,2026-03-14,2026-03-13,On Time
O0003883,Central Hub,16.58,2026-03-12,2026-03-11,On Time
O0003884,West Hub,8.99,2026-03-11,2026-03-11,On Time
O0003885,Central Hub,9.58,2026-03-11,2026-03-11,On Time
O0003886,East Hub,9.64,2026-03-13,2026-03-15,Late
O0003887,West Hub,7.77,2026-03-12,2026-03-11,On Time
O0003888,West Hub,21.44,2026-03-12,2026-03-12,On Time
O0003889,East Hub,16.38,2026-03-14,2026-03-13,On Time
O0003890,Central Hub,9.88,2026-03-14,2026-03-14,On Time
O0003891,Central Hub,9.93,2026-03-14,2026-03-15,Late
O0003892,Central Hub,7.63,2026-03-14,2026-03-14,On Time
O0003893,West Hub,11.99,2026-03-15,2026-03-14,On Time
O0003894,Central Hub,5.92,2026-03-14,2026-03-16,Late
O0003895,Central Hub,9.63,2026-03-13,2026-03-13,On Time
O0003896,East Hub,6.87,2026-03-14,2026-03-13,On Time
O0003897,West Hub,22.6,2026-03-13,2026-03-13,On Time
O0003898,West Hub,15.53,2026-03-13,2026-03-12,On Time
O0003899,West Hub,9.71,2026-03-12,2026-03-12,On Time
O0003900,Central Hub,7.28,2026-03-14,2026-03-14,On Time
O0003901,East Hub,9.7,2026-03-15,2026-03-17,Late
O0003902,Central Hub,8.3,2026-03-13,2026-03-12,On Time
O0003903,West Hub,15.74,2026-03-15,2026-03-14,On Time
O0003904,East Hub,11.96,2026-03-14,2026-03-13,On Time
O0003905,Central Hub,9.35,2026-03-12,2026-03-11,On Time
O0003906,East Hub,13.36,2026-03-13,2026-03-13,On Time
O0003907,Central Hub,8.58,2026-03-13,2026-03-13,On Time
O0003908,Central Hub,9.33,2026-03-12,2026-03-12,On Time
O0003909,Central Hub,10.97,2026-03-15,2026-03-18,Late
O0003910,East Hub,14.11,2026-03-12,2026-03-12,On Time
O0003911,West Hub,15.22,2026-03-14,2026-03-14,On Time
O0003912,Central Hub,9.49,2026-03-12,2026-03-17,Late
O0003913,Central Hub,7.74,2026-03-12,2026-03-11,On Time
O0003914,Central Hub,6.31,2026-03-13,2026-03-13,On Time
O0003915,West Hub,8.54,2026-03-12,2026-03-11,On Time
O0003916,East Hub,7.61,2026-03-13,2026-03-13,On Time
O0003917,Central Hub,10.42,2026-03-14,2026-03-14,On Time
O0003918,East Hub,7.96,2026-03-15,2026-03-15,On Time
O0003919,Central Hub,8.57,2026-03-13,2026-03-13,On Time
O0003920,East Hub,11.15,2026-03-14,2026-03-14,On Time
O0003921,East Hub,5.99,2026-03-12,2026-03-11,On Time
O0003922,West Hub,13.14,2026-03-15,2026-03-14,On Time
O0003923,West Hub,15.29,2026-03-15,2026-03-14,On Time
O0003924,East Hub,8.99,2026-03-15,2026-03-15,On Time
O0003925,West Hub,13.2,2026-03-15,2026-03-15,On Time
O0003926,Central Hub,10.29,2026-03-13,2026-03-15,Late
O0003927,West Hub,8.6,2026-03-12,2026-03-11,On Time
O0003928,East Hub,7.34,2026-03-14,2026-03-13,On Time
O0003929,East Hub,5.67,2026-03-15,2026-03-14,On Time
O0003930,West Hub,7.67,2026-03-13,2026-03-13,On Time
O0003931,Central Hub,8.47,2026-03-14,2026-03-13,On Time
O0003932,Central Hub,8.77,2026-03-15,2026-03-15,On Time
O0003933,Central Hub,18.57,2026-03-14,2026-03-14,On Time
O0003934,West Hub,6.49,2026-03-15,2026-03-20,Late
O0003935,East Hub,6.69,2026-03-14,2026-03-13,On Time
O0003936,East Hub,7.29,2026-03-15,2026-03-15,On Time
O0003937,East Hub,8.96,2026-03-14,2026-03-14,On Time
O0003938,West Hub,13.64,2026-03-15,2026-03-14,On Time
O0003939,West Hub,10.39,2026-03-13,2026-03-12,On Time
O0003940,West Hub,8.29,2026-03-14,2026-03-13,On Time
O0003941,West Hub,15.58,2026-03-14,2026-03-13,On Time
O0003942,Central Hub,14.17,2026-03-12,2026-03-13,Late
O0003943,East Hub,9.2,2026-03-15,2026-03-14,On Time
O0003944,East Hub,7.41,2026-03-13,2026-03-13,On Time
O0003945,West Hub,11.22,2026-03-13,2026-03-13,On Time
O0003946,East Hub,7.88,2026-03-13,2026-03-12,On Time
O0003947,East Hub,8.19,2026-03-15,2026-03-19,Late
O0003948,Central Hub,20.78,2026-03-12,2026-03-12,On Time
O0003949,Central Hub,12.08,2026-03-12,2026-03-11,On Time
O0003950,West Hub,11.97,2026-03-13,2026-03-12,On Time
O0003951,East Hub,6.2,2026-03-14,2026-03-14,On Time
O0003952,Central Hub,9.96,2026-03-13,2026-03-12,On Time
O0003953,East Hub,9.78,2026-03-15,2026-03-15,On Time
O0003954,West Hub,16.09,2026-03-13,2026-03-13,On Time
O0003955,Central Hub,7.18,2026-03-13,2026-03-13,On Time
O0003956,West Hub,13.12,2026-03-13,2026-03-17,Late
O0003957,West Hub,8.68,2026-03-16,2026-03-16,On Time
O0003958,Central Hub,9.38,2026-03-16,2026-03-15,On Time
O0003959,Central Hub,6.63,2026-03-14,2026-03-14,On Time
O0003960,West Hub,13.0,2026-03-14,2026-03-14,On Time
O0003961,West Hub,10.59,2026-03-15,2026-03-20,Late
O0003962,West Hub,12.82,2026-03-16,2026-03-18,Late
O0003963,East Hub,6.78,2026-03-15,2026-03-20,Late
O0003964,West Hub,11.19,2026-03-16,2026-03-16,On Time
O0003965,East Hub,9.86,2026-03-15,2026-03-14,On Time
O0003966,Central Hub,9.72,2026-03-15,2026-03-14,On Time
O0003967,Central Hub,9.73,2026-03-15,2026-03-14,On Time
O0003968,West Hub,13.11,2026-03-13,2026-03-13,On Time
O0003969,Central Hub,11.05,2026-03-15,2026-03-15,On Time
O0003970,Central Hub,8.53,2026-03-13,2026-03-12,On Time
O0003971,Central Hub,8.51,2026-03-14,2026-03-14,On Time
O0003972,West Hub,10.25,2026-03-16,2026-03-18,Late
O0003973,Central Hub,8.41,2026-03-13,2026-03-12,On Time
O0003974,West Hub,9.58,2026-03-13,2026-03-13,On Time
O0003975,Central Hub,6.31,2026-03-14,2026-03-14,On Time
O0003976,West Hub,7.5,2026-03-13,2026-03-13,On Time
O0003977,West Hub,13.21,2026-03-16,2026-03-15,On Time
O0003978,Central Hub,11.72,2026-03-13,2026-03-13,On Time
O0003979,East Hub,14.84,2026-03-14,2026-03-18,Late
O0003980,West Hub,16.99,2026-03-15,2026-03-14,On Time
O0003981,West Hub,13.84,2026-03-16,2026-03-15,On Time
O0003982,West Hub,10.08,2026-03-13,2026-03-12,On Time
O0003983,West Hub,11.35,2026-03-16,2026-03-16,On Time
O0003984,East Hub,8.75,2026-03-16,2026-03-16,On Time
O0003985,Central Hub,15.45,2026-03-16,2026-03-16,On Time
O0003986,Central Hub,11.98,2026-03-13,2026-03-13,On Time
O0003987,West Hub,10.88,2026-03-14,2026-03-13,On Time
O0003988,Central Hub,8.9,2026-03-14,2026-03-13,On Time
O0003989,Central Hub,13.71,2026-03-16,2026-03-19,Late
O0003990,East Hub,10.37,2026-03-15,2026-03-15,On Time
O0003991,East Hub,10.36,2026-03-14,2026-03-14,On Time
O0003992,West Hub,17.91,2026-03-13,2026-03-12,On Time
O0003993,Central Hub,10.01,2026-03-14,2026-03-13,On Time
O0003994,East Hub,8.79,2026-03-13,2026-03-12,On Time
O0003995,Central Hub,10.79,2026-03-14,2026-03-14,On Time
O0003996,West Hub,9.89,2026-03-13,2026-03-12,On Time
O0003997,Central Hub,12.68,2026-03-15,2026-03-18,Late
O0003998,West Hub,14.29,2026-03-15,2026-03-14,On Time
O0003999,West Hub,11.63,2026-03-14,2026-03-14,On Time
O0004000,East Hub,5.9,2026-03-13,2026-03-13,On Time
O0004001,West Hub,9.53,2026-03-16,2026-03-17,Late
O0004002,West Hub,9.05,2026-03-15,2026-03-15,On Time
O0004003,West Hub,10.73,2026-03-13,2026-03-12,On Time
O0004004,West Hub,8.82,2026-03-16,2026-03-16,On Time
O0004005,Central Hub,6.78,2026-03-15,2026-03-14,On Time
O0004006,Central Hub,11.89,2026-03-14,2026-03-14,On Time
O0004007,West Hub,14.91,2026-03-15,2026-03-15,On Time
O0004008,West Hub,12.0,2026-03-16,2026-03-21,Late
O0004009,East Hub,18.02,2026-03-15,2026-03-15,On Time
O0004010,Central Hub,9.47,2026-03-15,2026-03-14,On Time
O0004011,Central Hub,12.36,2026-03-16,2026-03-17,Late
O0004012,West Hub,9.26,2026-03-13,2026-03-13,On Time
O0004013,West Hub,8.99,2026-03-14,2026-03-14,On Time
O0004014,East Hub,11.04,2026-03-16,2026-03-16,On Time
O0004015,East Hub,10.25,2026-03-15,2026-03-15,On Time
O0004016,West Hub,13.51,2026-03-16,2026-03-15,On Time
O0004017,West Hub,17.03,2026-03-13,2026-03-12,On Time
O0004018,Central Hub,8.88,2026-03-16,2026-03-16,On Time
O0004019,West Hub,16.05,2026-03-15,2026-03-18,Late
O0004020,West Hub,7.69,2026-03-15,2026-03-15,On Time
O0004021,West Hub,11.75,2026-03-16,2026-03-16,On Time
O0004022,East Hub,9.07,2026-03-14,2026-03-14,On Time
O0004023,Central Hub,8.82,2026-03-16,2026-03-16,On Time
O0004024,West Hub,11.13,2026-03-17,2026-03-17,On Time
O0004025,Central Hub,13.76,2026-03-16,2026-03-16,On Time
O0004026,West Hub,10.23,2026-03-16,2026-03-16,On Time
O0004027,Central Hub,11.73,2026-03-16,2026-03-15,On Time
O0004028,East Hub,6.71,2026-03-17,2026-03-19,Late
O0004029,East Hub,8.51,2026-03-16,2026-03-16,On Time
O0004030,East Hub,9.17,2026-03-16,2026-03-19,Late
O0004031,West Hub,14.47,2026-03-17,2026-03-19,Late
O0004032,West Hub,11.15,2026-03-14,2026-03-13,On Time
O0004033,West Hub,7.9,2026-03-17,2026-03-16,On Time
O0004034,West Hub,10.16,2026-03-16,2026-03-16,On Time
O0004035,West Hub,14.11,2026-03-14,2026-03-14,On Time
O0004036,Central Hub,14.74,2026-03-14,2026-03-13,On Time
O0004037,East Hub,9.56,2026-03-15,2026-03-14,On Time
O0004038,West Hub,14.1,2026-03-14,2026-03-14,On Time
O0004039,East Hub,8.04,2026-03-17,2026-03-16,On Time
O0004040,West Hub,18.72,2026-03-16,2026-03-15,On Time
O0004041,East Hub,13.49,2026-03-17,2026-03-17,On Time
O0004042,Central Hub,9.19,2026-03-17,2026-03-16,On Time
O0004043,West Hub,8.61,2026-03-16,2026-03-16,On Time
O0004044,West Hub,9.52,2026-03-14,2026-03-14,On Time
O0004045,West Hub,12.88,2026-03-15,2026-03-14,On Time
O0004046,Central Hub,9.66,2026-03-14,2026-03-14,On Time
O0004047,East Hub,7.38,2026-03-16,2026-03-15,On Time
O0004048,West Hub,22.25,2026-03-14,2026-03-13,On Time
O0004049,Central Hub,6.6,2026-03-14,2026-03-13,On Time
O0004050,Central Hub,11.38,2026-03-17,2026-03-17,On Time
O0004051,East Hub,9.78,2026-03-16,2026-03-16,On Time
O0004052,Central Hub,9.62,2026-03-15,2026-03-14,On Time
O0004053,Central Hub,10.47,2026-03-14,2026-03-17,Late
O0004054,East Hub,9.49,2026-03-16,2026-03-16,On Time
O0004055,Central Hub,11.01,2026-03-15,2026-03-15,On Time
O0004056,East Hub,9.86,2026-03-14,2026-03-13,On Time
O0004057,West Hub,15.73,2026-03-16,2026-03-16,On Time
O0004058,West Hub,7.71,2026-03-16,2026-03-16,On Time
O0004059,Central Hub,7.26,2026-03-14,2026-03-13,On Time
O0004060,Central Hub,6.14,2026-03-15,2026-03-15,On Time
O0004061,West Hub,23.02,2026-03-15,2026-03-14,On Time
O0004062,Central Hub,9.2,2026-03-14,2026-03-13,On Time
O0004063,West Hub,11.28,2026-03-15,2026-03-14,On Time
O0004064,Central Hub,8.92,2026-03-16,2026-03-15,On Time
O0004065,East Hub,9.23,2026-03-14,2026-03-13,On Time
O0004066,Central Hub,8.41,2026-03-15,2026-03-15,On Time
O0004067,Central Hub,8.43,2026-03-17,2026-03-18,Late
O0004068,East Hub,11.6,2026-03-17,2026-03-16,On Time
O0004069,Central Hub,8.2,2026-03-15,2026-03-15,On Time
O0004070,Central Hub,6.61,2026-03-14,2026-03-13,On Time
O0004071,West Hub,8.57,2026-03-14,2026-03-14,On Time
O0004072,West Hub,12.83,2026-03-16,2026-03-16,On Time
O0004073,West Hub,7.61,2026-03-17,2026-03-16,On Time
O0004074,East Hub,7.59,2026-03-14,2026-03-14,On Time
O0004075,East Hub,14.45,2026-03-14,2026-03-13,On Time
O0004076,Central Hub,10.63,2026-03-14,2026-03-13,On Time
O0004077,West Hub,7.04,2026-03-14,2026-03-13,On Time
O0004078,East Hub,8.83,2026-03-16,2026-03-16,On Time
O0004079,East Hub,11.1,2026-03-14,2026-03-14,On Time
O0004080,East Hub,13.27,2026-03-17,2026-03-16,On Time
O0004081,West Hub,11.77,2026-03-15,2026-03-15,On Time
O0004082,West Hub,10.57,2026-03-14,2026-03-13,On Time
O0004083,West Hub,9.23,2026-03-16,2026-03-21,Late
O0004084,Central Hub,13.32,2026-03-17,2026-03-17,On Time
O0004085,West Hub,10.17,2026-03-16,2026-03-15,On Time
O0004086,East Hub,10.82,2026-03-14,2026-03-13,On Time
O0004087,East Hub,7.34,2026-03-17,2026-03-17,On Time
O0004088,East Hub,7.99,2026-03-16,2026-03-15,On Time
O0004089,West Hub,8.0,2026-03-16,2026-03-16,On Time
O0004090,West Hub,20.33,2026-03-14,2026-03-13,On Time
O0004091,Central Hub,13.47,2026-03-17,2026-03-17,On Time
O0004092,Central Hub,17.09,2026-03-15,2026-03-14,On Time
O0004093,East Hub,27.41,2026-03-17,2026-03-17,On Time
O0004094,Central Hub,16.45,2026-03-15,2026-03-14,On Time
O0004095,East Hub,9.2,2026-03-16,2026-03-16,On Time
O0004096,East Hub,8.51,2026-03-15,2026-03-14,On Time
O0004097,West Hub,12.72,2026-03-18,2026-03-17,On Time
O0004098,Central Hub,8.63,2026-03-17,2026-03-16,On Time
O0004099,East Hub,9.69,2026-03-18,2026-03-18,On Time
O0004100,West Hub,11.91,2026-03-17,2026-03-17,On Time
O0004101,West Hub,11.29,2026-03-17,2026-03-17,On Time
O0004102,West Hub,8.77,2026-03-15,2026-03-15,On Time
O0004103,Central Hub,7.66,2026-03-18,2026-03-17,On Time
O0004104,West Hub,7.67,2026-03-15,2026-03-14,On Time
O0004105,East Hub,9.69,2026-03-18,2026-03-17,On Time
O0004106,West Hub,12.73,2026-03-17,2026-03-16,On Time
O0004107,West Hub,7.85,2026-03-18,2026-03-18,On Time
O0004108,Central Hub,10.27,2026-03-15,2026-03-15,On Time
