order_id,customer_id,order_date,promotion_id,order_status,shipping_revenue
O0002897,C002385,2026-02-20,,Completed,0.0
O0002898,C001327,2026-02-20,,Completed,0.0
O0002899,C001327,2026-02-20,PROMO_BASE,Completed,0.0
O0002900,C001223,2026-02-20,,Completed,0.0
O0002901,C000935,2026-02-20,,Completed,0.0
O0002902,C000985,2026-02-20,,Completed,9.99
O0002903,C000631,2026-02-20,,Completed,0.0
O0002904,C002116,2026-02-20,PROMO_BASE,Completed,6.99
O0002905,C002200,2026-02-20,,Completed,4.99
O0002906,C001327,2026-02-20,PROMO_BASE,Completed,9.99
O0002907,C001156,2026-02-20,,Completed,0.0
O0002908,C000359,2026-02-20,,Completed,4.99
O0002909,C002134,2026-02-20,,Completed,6.99
O0002910,C000284,2026-02-20,,Completed,9.99
O0002911,C001996,2026-02-20,,Completed,9.99
O0002912,C000635,2026-02-20,,Completed,0.0
O0002913,C000030,2026-02-20,,Completed,4.99
O0002914,C000265,2026-02-20,,Completed,0.0
O0002915,C001632,2026-02-20,PROMO_BASE,Completed,9.99
O0002916,C000391,2026-02-20,,Completed,0.0
O0002917,C000446,2026-02-20,,Completed,0.0
O0002918,C001331,2026-02-20,,Completed,0.0
O0002919,C000122,2026-02-20,PROMO_BASE,Completed,0.0
O0002920,C002206,2026-02-20,PROMO_BASE,Completed,0.0
O0002921,C001650,2026-02-20,PROMO_BASE,Completed,6.99
O0002922,C001958,2026-02-20,,Completed,0.0
O0002923,C000932,2026-02-20,,Completed,6.99
O0002924,C001682,2026-02-20,,Completed,0.0
O0002925,C000692,2026-02-20,,Completed,0.0
O0002926,C002349,2026-02-20,PROMO_BASE,Completed,9.99
O0002927,C001044,2026-02-21,,Completed,6.99
O0002928,C001551,2026-02-21,,Completed,4.99
O0002929,C000027,2026-02-21,,Completed,0.0
O0002930,C002022,2026-02-21,,Completed,9.99
O0002931,C001645,2026-02-21,PROMO_BASE,Completed,0.0
O0002932,C001360,2026-02-21,PROMO_BASE,Completed,0.0
O0002933,C001645,2026-02-21,PROMO_BASE,Completed,0.0
O0002934,C000874,2026-02-21,,Completed,0.0
O0002935,C002471,2026-02-21,,Completed,0.0
O0002936,C000755,2026-02-21,,Completed,9.99
O0002937,C002276,2026-02-21,,Completed,0.0
O0002938,C001453,2026-02-21,,Completed,0.0
O0002939,C002052,2026-02-21,,Completed,0.0
O0002940,C001291,2026-02-21,,Completed,0.0
O0002941,C000392,2026-02-21,PROMO_BASE,Completed,0.0
O0002942,C000804,2026-02-21,PROMO_BASE,Completed,9.99
O0002943,C002074,2026-02-21,,Completed,0.0
O0002944,C002064,2026-02-21,PROMO_BASE,Completed,0.0
O0002945,C001645,2026-02-21,,Completed,6.99
O0002946,C000998,2026-02-21,PROMO_BASE,Completed,9.99
O0002947,C000831,2026-02-21,,Completed,0.0
O0002948,C001332,2026-02-21,,Completed,0.0
O0002949,C000366,2026-02-21,PROMO_BASE,Completed,0.0
O0002950,C002033,2026-02-21,,Completed,0.0
O0002951,C002460,2026-02-21,,Completed,0.0
O0002952,C001547,2026-02-21,,Completed,4.99
O0002953,C002004,2026-02-21,,Completed,0.0
O0002954,C002436,2026-02-21,,Completed,6.99
O0002955,C001475,2026-02-21,PROMO_BASE,Completed,6.99
O0002956,C000786,2026-02-21,,Completed,0.0
O0002957,C002022,2026-02-21,,Completed,9.99
O0002958,C001019,2026-02-21,,Completed,0.0
O0002959,C001560,2026-02-21,,Completed,0.0
O0002960,C002445,2026-02-21,PROMO_BASE,Completed,4.99
O0002961,C002298,2026-02-21,,Completed,0.0
O0002962,C000085,2026-02-21,,Completed,0.0
O0002963,C002330,2026-02-21,,Completed,6.99
O0002964,C000801,2026-02-21,PROMO_BASE,Completed,0.0
O0002965,C002431,2026-02-21,,Completed,0.0
O0002966,C001340,2026-02-21,,Completed,0.0
O0002967,C001466,2026-02-21,PROMO_BASE,Completed,9.99
O0002968,C000113,2026-02-21,,Completed,0.0
O0002969,C001222,2026-02-21,PROMO_BASE,Completed,0.0
O0002970,C001645,2026-02-21,,Completed,0.0
O0002971,C000514,2026-02-21,,Completed,9.99
O0002972,C001375,2026-02-21,,Completed,0.0
O0002973,C001930,2026-02-21,,Completed,0.0
O0002974,C000317,2026-02-21,PROMO_BASE,Completed,6.99
O0002975,C001999,2026-02-21,,Completed,0.0
O0002976,C001185,2026-02-21,PROMO_BASE,Completed,0.0
O0002977,C001003,2026-02-21,,Completed,9.99
O0002978,C001477,2026-02-21,,Completed,0.0
O0002979,C002407,2026-02-21,,Completed,6.99
O0002980,C000772,2026-02-21,PROMO_BASE,Completed,4.99
O0002981,C000633,2026-02-21,,Completed,4.99
O0002982,C000987,2026-02-21,,Completed,0.0
O0002983,C000092,2026-02-21,,Completed,0.0
O0002984,C002262,2026-02-21,,Completed,9.99
O0002985,C001258,2026-02-21,,Completed,0.0
O0002986,C000882,2026-02-21,,Completed,4.99
O0002987,C002344,2026-02-21,,Completed,6.99
O0002988,C001661,2026-02-21,,Completed,0.0
O0002989,C002424,2026-02-21,,Completed,4.99
O0002990,C000900,2026-02-21,,Completed,9.99
O0002991,C000006,2026-02-21,,Completed,0.0
O0002992,C002400,2026-02-21,PROMO_BASE,Completed,4.99
O0002993,C001073,2026-02-21,,Completed,0.0
O0002994,C000239,2026-02-21,PROMO_BASE,Completed,0.0
O0002995,C001022,2026-02-21,,Completed,0.0
O0002996,C000379,2026-02-21,,Completed,4.99
O0002997,C000266,2026-02-21,,Completed,4.99
O0002998,C001619,2026-02-21,,Completed,0.0
O0002999,C001003,2026-02-21,,Completed,9.99
O0003000,C000414,2026-02-21,,Completed,4.99
O0003001,C001017,2026-02-21,,Completed,0.0
O0003002,C000150,2026-02-22,,Completed,0.0
O0003003,C002023,2026-02-22,,Completed,6.99
O0003004,C000688,2026-02-22,,Completed,0.0
O0003005,C000603,2026-02-22,,Completed,0.0
O0003006,C001586,2026-02-22,,Completed,0.0
O0003007,C000271,2026-02-22,,Completed,9.99
O0003008,C002431,2026-02-22,PROMO_BASE,Completed,0.0
O0003009,C000562,2026-02-22,PROMO_BASE,Completed,4.99
O0003010,C001568,2026-02-22,,Completed,0.0
O0003011,C001646,2026-02-22,PROMO_BASE,Completed,9.99
O0003012,C000613,2026-02-22,,Completed,4.99
O0003013,C001149,2026-02-22,PROMO_BASE,Completed,0.0
O0003014,C001300,2026-02-22,,Completed,6.99
O0003015,C001426,2026-02-22,,Completed,6.99
O0003016,C000763,2026-02-22,PROMO_BASE,Completed,0.0
O0003017,C000191,2026-02-22,PROMO_BASE,Completed,0.0
O0003018,C002152,2026-02-22,,Completed,0.0
O0003019,C002241,2026-02-22,,Completed,0.0
O0003020,C001366,2026-02-22,,Completed,0.0
O0003021,C001202,2026-02-22,,Completed,0.0
O0003022,C002173,2026-02-22,,Completed,0.0
O0003023,C000096,2026-02-22,PROMO_BASE,Completed,0.0
O0003024,C002173,2026-02-22,PROMO_BASE,Completed,9.99
O0003025,C001996,2026-02-22,PROMO_BASE,Completed,0.0
O0003026,C002173,2026-02-22,PROMO_BASE,Completed,4.99
O0003027,C002022,2026-02-22,,Completed,0.0
O0003028,C001802,2026-02-22,,Completed,0.0
O0003029,C000191,2026-02-22,PROMO_BASE,Completed,0.0
O0003030,C001580,2026-02-22,PROMO_BASE,Completed,9.99
O0003031,C000689,2026-02-22,,Completed,4.99
O0003032,C001320,2026-02-22,,Completed,0.0
O0003033,C001784,2026-02-22,,Completed,0.0
O0003034,C001498,2026-02-22,,Completed,4.99
O0003035,C000412,2026-02-22,,Completed,6.99
O0003036,C001938,2026-02-22,,Completed,0.0
O0003037,C001086,2026-02-22,,Completed,0.0
O0003038,C002206,2026-02-22,,Completed,9.99
O0003039,C001930,2026-02-22,PROMO_BASE,Completed,4.99
O0003040,C000396,2026-02-22,,Completed,0.0
O0003041,C001298,2026-02-22,,Completed,6.99
O0003042,C001416,2026-02-22,,Completed,0.0
O0003043,C000845,2026-02-22,,Completed,9.99
O0003044,C001030,2026-02-22,,Completed,6.99
O0003045,C000282,2026-02-22,,Completed,0.0
O0003046,C000397,2026-02-22,PROMO_BASE,Completed,4.99
O0003047,C001685,2026-02-22,PROMO_BASE,Completed,0.0
O0003048,C002105,2026-02-22,PROMO_BASE,Completed,9.99
O0003049,C001340,2026-02-22,,Completed,4.99
O0003050,C002418,2026-02-22,,Completed,9.99
O0003051,C000893,2026-02-22,,Completed,0.0
O0003052,C000618,2026-02-22,,Completed,9.99
O0003053,C000800,2026-02-22,,Completed,6.99
O0003054,C000975,2026-02-22,,Completed,9.99
O0003055,C000073,2026-02-22,,Completed,6.99
O0003056,C000355,2026-02-22,,Completed,0.0
O0003057,C000877,2026-02-23,,Completed,0.0
O0003058,C001549,2026-02-23,PROMO_BASE,Completed,9.99
O0003059,C000341,2026-02-23,,Completed,0.0
O0003060,C001551,2026-02-23,,Completed,9.99
O0003061,C002270,2026-02-23,,Completed,0.0
O0003062,C001478,2026-02-23,PROMO_BASE,Completed,0.0
O0003063,C000786,2026-02-23,,Completed,0.0
O0003064,C000104,2026-02-23,,Completed,4.99
O0003065,C001104,2026-02-23,,Completed,4.99
O0003066,C001437,2026-02-23,,Completed,9.99
O0003067,C000042,2026-02-23,PROMO_BASE,Completed,4.99
O0003068,C001268,2026-02-23,,Completed,4.99
O0003069,C001419,2026-02-23,,Completed,0.0
O0003070,C000749,2026-02-23,,Completed,0.0
O0003071,C001453,2026-02-23,PROMO_BASE,Completed,0.0
O0003072,C001647,2026-02-23,,Completed,0.0
O0003073,C001837,2026-02-23,PROMO_BASE,Completed,0.0
O0003074,C002271,2026-02-23,,Completed,0.0
O0003075,C000706,2026-02-23,,Completed,4.99
O0003076,C000858,2026-02-23,PROMO_BASE,Completed,4.99
O0003077,C001606,2026-02-23,,Completed,0.0
O0003078,C001116,2026-02-23,,Completed,4.99
O0003079,C000969,2026-02-23,PROMO_BASE,Completed,0.0
O0003080,C001114,2026-02-23,,Completed,0.0
O0003081,C000067,2026-02-23,,Completed,9.99
O0003082,C002240,2026-02-23,,Completed,0.0
O0003083,C000519,2026-02-23,,Completed,0.0
O0003084,C000982,2026-02-23,PROMO_BASE,Completed,0.0
O0003085,C000471,2026-02-23,PROMO_BASE,Completed,9.99
O0003086,C002460,2026-02-23,,Completed,0.0
O0003087,C000408,2026-02-23,,Completed,9.99
O0003088,C001628,2026-02-23,,Completed,9.99
O0003089,C001995,2026-02-23,,Completed,0.0
O0003090,C000183,2026-02-23,PROMO_BASE,Completed,6.99
O0003091,C002459,2026-02-23,,Completed,0.0
O0003092,C001010,2026-02-23,,Completed,4.99
O0003093,C000341,2026-02-23,PROMO_BASE,Completed,4.99
O0003094,C000905,2026-02-23,,Completed,0.0
O0003095,C001385,2026-02-23,,Completed,4.99
O0003096,C001721,2026-02-23,PROMO_BASE,Completed,0.0
O0003097,C002331,2026-02-23,,Completed,0.0
O0003098,C001248,2026-02-23,,Completed,6.99
O0003099,C002431,2026-02-23,PROMO_BASE,Completed,9.99
O0003100,C001294,2026-02-23,,Completed,0.0
O0003101,C000706,2026-02-23,PROMO_BASE,Completed,0.0
O0003102,C000933,2026-02-23,,Completed,4.99
O0003103,C001645,2026-02-23,,Completed,4.99
O0003104,C002475,2026-02-23,PROMO_BASE,Completed,6.99
O0003105,C001580,2026-02-23,,Completed,0.0
O0003106,C000149,2026-02-23,PROMO_BASE,Completed,0.0
O0003107,C000980,2026-02-23,,Completed,6.99
O0003108,C001615,2026-02-23,PROMO_BASE,Completed,0.0
O0003109,C000531,2026-02-23,PROMO_BASE,Completed,0.0
O0003110,C000225,2026-02-23,,Completed,6.99
O0003111,C000873,2026-02-24,,Completed,6.99
O0003112,C002412,2026-02-24,,Completed,0.0
O0003113,C002320,2026-02-24,,Completed,0.0
O0003114,C001759,2026-02-24,,Completed,0.0
O0003115,C001664,2026-02-24,PROMO_BASE,Completed,0.0
O0003116,C001044,2026-02-24,,Completed,0.0
O0003117,C001939,2026-02-24,,Completed,0.0
O0003118,C002226,2026-02-24,,Completed,0.0
O0003119,C000602,2026-02-24,PROMO_BASE,Completed,0.0
O0003120,C002463,2026-02-24,,Completed,0.0
O0003121,C001965,2026-02-24,,Completed,9.99
O0003122,C001459,2026-02-24,PROMO_BASE,Completed,0.0
O0003123,C001673,2026-02-24,PROMO_BASE,Completed,0.0
O0003124,C001724,2026-02-24,PROMO_BASE,Completed,0.0
O0003125,C001669,2026-02-24,,Completed,4.99
O0003126,C000172,2026-02-24,,Completed,0.0
O0003127,C002375,2026-02-24,,Completed,6.99
O0003128,C000540,2026-02-24,,Completed,0.0
O0003129,C001312,2026-02-24,,Completed,0.0
O0003130,C002434,2026-02-24,,Completed,0.0
O0003131,C001891,2026-02-24,,Completed,0.0
O0003132,C000043,2026-02-24,,Completed,4.99
O0003133,C000520,2026-02-24,PROMO_BASE,Completed,0.0
O0003134,C002026,2026-02-24,,Completed,4.99
O0003135,C000149,2026-02-24,,Completed,0.0
O0003136,C000170,2026-02-24,,Completed,6.99
O0003137,C002490,2026-02-24,PROMO_BASE,Completed,0.0
O0003138,C001996,2026-02-24,,Completed,0.0
O0003139,C000278,2026-02-24,,Completed,0.0
O0003140,C001932,2026-02-24,PROMO_BASE,Completed,0.0
O0003141,C002010,2026-02-24,,Completed,0.0
O0003142,C001940,2026-02-24,,Completed,6.99
O0003143,C002288,2026-02-24,PROMO_BASE,Completed,0.0
O0003144,C000320,2026-02-24,PROMO_BASE,Completed,0.0
O0003145,C001724,2026-02-24,PROMO_BASE,Completed,0.0
O0003146,C002460,2026-02-24,PROMO_BASE,Completed,4.99
O0003147,C002383,2026-02-24,,Completed,9.99
O0003148,C000386,2026-02-24,,Completed,0.0
O0003149,C001514,2026-02-24,,Completed,0.0
O0003150,C000346,2026-02-24,,Completed,0.0
O0003151,C001460,2026-02-24,,Completed,0.0
O0003152,C001876,2026-02-24,,Completed,0.0
O0003153,C000362,2026-02-24,,Completed,0.0
O0003154,C001356,2026-02-24,,Completed,6.99
O0003155,C001646,2026-02-24,PROMO_BASE,Completed,0.0
O0003156,C002463,2026-02-24,PROMO_BASE,Completed,0.0
O0003157,C002314,2026-02-24,,Completed,9.99
O0003158,C000344,2026-02-24,PROMO_BASE,Completed,0.0
O0003159,C002076,2026-02-24,PROMO_BASE,Completed,0.0
O0003160,C002228,2026-02-24,PROMO_BASE,Completed,0.0
O0003161,C002457,2026-02-24,,Completed,0.0
O0003162,C000888,2026-02-24,,Completed,9.99
O0003163,C000931,2026-02-24,PROMO_BASE,Completed,0.0
O0003164,C001928,2026-02-24,PROMO_BASE,Completed,0.0
O0003165,C002407,2026-02-24,PROMO_BASE,Completed,6.99
O0003166,C000415,2026-02-24,,Completed,4.99
O0003167,C001729,2026-02-25,,Completed,9.99
O0003168,C001515,2026-02-25,PROMO_BASE,Completed,9.99
O0003169,C002179,2026-02-25,PROMO_BASE,Completed,4.99
O0003170,C002163,2026-02-25,,Completed,0.0
O0003171,C000938,2026-02-25,,Completed,0.0
O0003172,C001286,2026-02-25,PROMO_BASE,Completed,6.99
O0003173,C002451,2026-02-25,,Completed,0.0
O0003174,C000022,2026-02-25,,Completed,9.99
O0003175,C000528,2026-02-25,,Completed,6.99
O0003176,C001623,2026-02-25,,Completed,0.0
O0003177,C001709,2026-02-25,,Completed,9.99
O0003178,C000528,2026-02-25,PROMO_BASE,Completed,0.0
O0003179,C000134,2026-02-25,,Completed,6.99
O0003180,C001472,2026-02-25,,Completed,0.0
O0003181,C002066,2026-02-25,PROMO_BASE,Completed,0.0
O0003182,C001286,2026-02-25,,Completed,0.0
O0003183,C002052,2026-02-25,,Completed,6.99
O0003184,C001010,2026-02-25,,Completed,4.99
O0003185,C002163,2026-02-25,,Completed,0.0
O0003186,C000438,2026-02-25,,Completed,0.0
O0003187,C002163,2026-02-25,PROMO_BASE,Completed,9.99
O0003188,C002232,2026-02-25,PROMO_BASE,Completed,9.99
O0003189,C002163,2026-02-25,PROMO_BASE,Completed,0.0
O0003190,C002162,2026-02-25,,Completed,0.0
O0003191,C002431,2026-02-25,,Completed,0.0
O0003192,C001044,2026-02-25,,Completed,9.99
O0003193,C002074,2026-02-25,,Completed,0.0
O0003194,C002141,2026-02-25,,Completed,0.0
O0003195,C002314,2026-02-25,,Completed,0.0
O0003196,C001976,2026-02-25,,Completed,0.0
O0003197,C000935,2026-02-25,,Completed,9.99
O0003198,C000125,2026-02-25,,Completed,0.0
O0003199,C000089,2026-02-25,,Completed,6.99
O0003200,C001539,2026-02-25,,Completed,4.99
O0003201,C000824,2026-02-25,,Completed,0.0
O0003202,C002310,2026-02-25,PROMO_BASE,Completed,0.0
O0003203,C000438,2026-02-25,PROMO_BASE,Completed,9.99
O0003204,C000244,2026-02-25,,Completed,9.99
O0003205,C000976,2026-02-25,,Completed,0.0
O0003206,C000282,2026-02-25,,Completed,0.0
O0003207,C000228,2026-02-25,,Completed,4.99
O0003208,C000362,2026-02-25,,Completed,0.0
O0003209,C000359,2026-02-25,,Completed,0.0
O0003210,C002251,2026-02-25,,Completed,0.0
O0003211,C001910,2026-02-25,,Completed,0.0
O0003212,C000647,2026-02-25,,Completed,4.99
O0003213,C000445,2026-02-25,,Completed,6.99
O0003214,C000438,2026-02-25,,Completed,6.99
O0003215,C001026,2026-02-25,PROMO_BASE,Completed,4.99
O0003216,C000030,2026-02-25,PROMO_BASE,Completed,0.0
O0003217,C000935,2026-02-25,,Completed,0.0
O0003218,C002420,2026-02-25,,Completed,0.0
O0003219,C000720,2026-02-25,,Completed,0.0
O0003220,C001196,2026-02-25,,Completed,6.99
O0003221,C000727,2026-02-26,,Completed,0.0
O0003222,C001123,2026-02-26,,Completed,0.0
O0003223,C001684,2026-02-26,,Completed,0.0
O0003224,C000181,2026-02-26,,Completed,6.99
O0003225,C000113,2026-02-26,,Completed,4.99
O0003226,C000689,2026-02-26,PROMO_BASE,Completed,9.99
O0003227,C001489,2026-02-26,,Completed,9.99
O0003228,C002199,2026-02-26,PROMO_BASE,Completed,0.0
O0003229,C001752,2026-02-26,PROMO_BASE,Completed,9.99
O0003230,C002434,2026-02-26,,Completed,0.0
O0003231,C000834,2026-02-26,,Completed,6.99
O0003232,C002373,2026-02-26,PROMO_BASE,Completed,9.99
O0003233,C000125,2026-02-26,,Completed,0.0
O0003234,C001453,2026-02-26,,Completed,0.0
O0003235,C001500,2026-02-26,,Completed,0.0
O0003236,C002176,2026-02-26,PROMO_BASE,Completed,0.0
O0003237,C000303,2026-02-26,PROMO_BASE,Completed,4.99
O0003238,C002176,2026-02-26,,Completed,9.99
O0003239,C001799,2026-02-26,PROMO_BASE,Completed,0.0
O0003240,C002090,2026-02-26,,Completed,9.99
O0003241,C002184,2026-02-26,PROMO_BASE,Completed,0.0
O0003242,C000015,2026-02-26,,Completed,0.0
O0003243,C000098,2026-02-26,,Completed,0.0
O0003244,C002348,2026-02-26,,Completed,6.99
O0003245,C001363,2026-02-26,PROMO_BASE,Completed,6.99
O0003246,C002141,2026-02-26,,Completed,4.99
O0003247,C000222,2026-02-26,,Completed,6.99
O0003248,C000475,2026-02-26,,Completed,9.99
O0003249,C002184,2026-02-26,PROMO_BASE,Completed,6.99
O0003250,C000095,2026-02-26,,Completed,0.0
O0003251,C002375,2026-02-26,,Completed,0.0
O0003252,C000933,2026-02-26,,Completed,0.0
O0003253,C000222,2026-02-26,PROMO_BASE,Completed,9.99
O0003254,C001861,2026-02-26,,Completed,9.99
O0003255,C000978,2026-02-26,,Completed,0.0
O0003256,C000385,2026-02-26,,Completed,4.99
O0003257,C002184,2026-02-26,,Completed,0.0
O0003258,C001842,2026-02-26,PROMO_BASE,Completed,0.0
O0003259,C001126,2026-02-26,PROMO_BASE,Completed,0.0
O0003260,C002265,2026-02-26,PROMO_BASE,Completed,6.99
O0003261,C002162,2026-02-26,PROMO_BASE,Completed,9.99
O0003262,C001144,2026-02-26,,Completed,6.99
O0003263,C002184,2026-02-26,,Completed,0.0
O0003264,C000222,2026-02-26,,Completed,9.99
O0003265,C000604,2026-02-26,,Completed,0.0
O0003266,C002237,2026-02-26,,Completed,9.99
O0003267,C000589,2026-02-26,,Completed,9.99
O0003268,C001740,2026-02-26,,Completed,9.99
O0003269,C000564,2026-02-26,PROMO_BASE,Completed,0.0
O0003270,C000222,2026-02-26,,Completed,0.0
O0003271,C000535,2026-02-26,,Completed,0.0
O0003272,C000540,2026-02-26,,Completed,0.0
O0003273,C000286,2026-02-26,,Completed,0.0
O0003274,C002077,2026-02-26,PROMO_BASE,Completed,4.99
O0003275,C000983,2026-02-26,,Completed,6.99
O0003276,C000556,2026-02-26,,Completed,0.0
O0003277,C000495,2026-02-27,,Completed,0.0
O0003278,C002279,2026-02-27,,Completed,4.99
O0003279,C001578,2026-02-27,,Completed,0.0
O0003280,C000419,2026-02-27,,Completed,0.0
O0003281,C000688,2026-02-27,,Completed,9.99
O0003282,C000419,2026-02-27,PROMO_BASE,Completed,4.99
O0003283,C002074,2026-02-27,,Completed,0.0
O0003284,C002000,2026-02-27,,Completed,0.0
O0003285,C001531,2026-02-27,,Completed,9.99
O0003286,C001165,2026-02-27,,Completed,4.99
O0003287,C002461,2026-02-27,,Completed,0.0
O0003288,C001493,2026-02-27,,Completed,0.0
O0003289,C001833,2026-02-27,,Completed,0.0
O0003290,C000589,2026-02-27,PROMO_BASE,Completed,0.0
O0003291,C000380,2026-02-27,,Completed,0.0
O0003292,C002415,2026-02-27,,Completed,0.0
O0003293,C000047,2026-02-27,,Completed,6.99
O0003294,C002189,2026-02-27,PROMO_BASE,Completed,0.0
O0003295,C002211,2026-02-27,,Completed,0.0
O0003296,C000127,2026-02-27,,Completed,9.99
O0003297,C000841,2026-02-27,PROMO_BASE,Completed,0.0
O0003298,C001003,2026-02-27,,Completed,0.0
O0003299,C001455,2026-02-27,,Completed,0.0
O0003300,C001772,2026-02-27,,Completed,9.99
O0003301,C000723,2026-02-27,,Completed,0.0
O0003302,C001138,2026-02-27,,Completed,0.0
O0003303,C000185,2026-02-27,,Completed,6.99
O0003304,C000252,2026-02-27,PROMO_BASE,Completed,0.0
O0003305,C001745,2026-02-27,,Completed,9.99
O0003306,C000520,2026-02-27,,Completed,0.0
O0003307,C000584,2026-02-27,,Completed,0.0
O0003308,C002470,2026-02-27,,Completed,0.0
O0003309,C002434,2026-02-27,,Completed,0.0
O0003310,C000252,2026-02-27,,Completed,4.99
O0003311,C000771,2026-02-27,,Completed,9.99
O0003312,C002234,2026-02-27,,Completed,0.0
O0003313,C000994,2026-02-27,,Completed,6.99
O0003314,C001297,2026-02-27,PROMO_BASE,Completed,0.0
O0003315,C001379,2026-02-27,,Completed,0.0
O0003316,C001064,2026-02-27,PROMO_BASE,Completed,9.99
O0003317,C002090,2026-02-27,PROMO_BASE,Completed,0.0
O0003318,C001330,2026-02-27,,Completed,6.99
O0003319,C001156,2026-02-27,,Completed,0.0
O0003320,C001223,2026-02-27,,Completed,9.99
O0003321,C001939,2026-02-27,PROMO_BASE,Completed,9.99
O0003322,C002279,2026-02-27,,Completed,4.99
O0003323,C001101,2026-02-27,PROMO_BASE,Completed,0.0
O0003324,C000706,2026-02-27,PROMO_BASE,Completed,0.0
O0003325,C000270,2026-02-28,,Completed,0.0
O0003326,C002050,2026-02-28,PROMO_BASE,Completed,0.0
O0003327,C001942,2026-02-28,,Completed,0.0
O0003328,C000601,2026-02-28,,Completed,0.0
O0003329,C001374,2026-02-28,,Completed,0.0
O0003330,C000417,2026-02-28,,Completed,4.99
O0003331,C001281,2026-02-28,,Completed,4.99
O0003332,C000861,2026-02-28,PROMO_BASE,Completed,9.99
O0003333,C000929,2026-02-28,PROMO_BASE,Completed,9.99
O0003334,C000408,2026-02-28,PROMO_BASE,Completed,0.0
O0003335,C002163,2026-02-28,,Completed,0.0
O0003336,C002066,2026-02-28,,Completed,0.0
O0003337,C002426,2026-02-28,,Completed,0.0
O0003338,C001699,2026-02-28,,Completed,9.99
O0003339,C001764,2026-02-28,,Completed,0.0
O0003340,C002319,2026-02-28,,Completed,0.0
O0003341,C000436,2026-02-28,,Completed,0.0
O0003342,C002264,2026-02-28,,Completed,0.0
O0003343,C000768,2026-02-28,,Completed,0.0
O0003344,C000852,2026-02-28,PROMO_BASE,Completed,9.99
O0003345,C000540,2026-02-28,,Completed,0.0
O0003346,C000911,2026-02-28,,Completed,4.99
O0003347,C001347,2026-02-28,PROMO_BASE,Completed,0.0
O0003348,C000604,2026-02-28,,Completed,9.99
O0003349,C001226,2026-02-28,,Completed,6.99
O0003350,C001033,2026-02-28,PROMO_BASE,Completed,0.0
O0003351,C002428,2026-02-28,,Completed,6.99
O0003352,C000957,2026-02-28,PROMO_BASE,Completed,6.99
O0003353,C000706,2026-02-28,,Completed,0.0
O0003354,C000302,2026-02-28,,Completed,0.0
O0003355,C000995,2026-02-28,,Completed,0.0
O0003356,C001361,2026-02-28,,Completed,6.99
O0003357,C000974,2026-02-28,,Completed,4.99
O0003358,C000565,2026-02-28,PROMO_BASE,Completed,9.99
O0003359,C000999,2026-02-28,,Completed,0.0
O0003360,C001298,2026-02-28,,Completed,0.0
O0003361,C002168,2026-02-28,,Completed,6.99
O0003362,C001426,2026-02-28,,Completed,0.0
O0003363,C001455,2026-02-28,,Completed,9.99
O0003364,C002065,2026-02-28,PROMO_BASE,Completed,0.0
O0003365,C000483,2026-02-28,PROMO_BASE,Completed,0.0
O0003366,C000699,2026-02-28,,Completed,4.99
O0003367,C000001,2026-02-28,,Completed,0.0
O0003368,C000005,2026-02-28,,Completed,0.0
O0003369,C000437,2026-02-28,,Completed,6.99
O0003370,C000483,2026-02-28,PROMO_BASE,Completed,0.0
O0003371,C001699,2026-02-28,,Completed,0.0
O0003372,C002069,2026-02-28,,Completed,4.99
O0003373,C001126,2026-02-28,PROMO_BASE,Completed,0.0
O0003374,C000073,2026-02-28,,Completed,9.99
O0003375,C001244,2026-02-28,,Completed,0.0
O0003376,C001120,2026-02-28,,Completed,0.0
O0003377,C001781,2026-02-28,,Completed,0.0
O0003378,C000727,2026-02-28,,Completed,0.0
O0003379,C000749,2026-02-28,PROMO_BASE,Completed,9.99
O0003380,C000346,2026-02-28,PROMO_BASE,Completed,9.99
O0003381,C001294,2026-02-28,,Completed,6.99
O0003382,C001619,2026-03-01,PROMO_BASE,Completed,4.99
O0003383,C000445,2026-03-01,PROMO_BASE,Completed,9.99
O0003384,C001537,2026-03-01,,Completed,0.0
O0003385,C001320,2026-03-01,PROMO_BASE,Completed,0.0
O0003386,C000270,2026-03-01,PROMO_BASE,Completed,4.99
O0003387,C001619,2026-03-01,,Completed,0.0
O0003388,C000288,2026-03-01,PROMO_BASE,Completed,9.99
O0003389,C000762,2026-03-01,,Completed,9.99
O0003390,C001026,2026-03-01,,Completed,0.0
O0003391,C000095,2026-03-01,,Completed,0.0
O0003392,C001273,2026-03-01,,Completed,0.0
O0003393,C000929,2026-03-01,PROMO_BASE,Completed,0.0
O0003394,C002362,2026-03-01,,Completed,0.0
O0003395,C001814,2026-03-01,,Completed,0.0
O0003396,C002035,2026-03-01,,Completed,6.99
O0003397,C001444,2026-03-01,,Completed,9.99
O0003398,C002431,2026-03-01,,Completed,0.0
O0003399,C002290,2026-03-01,,Completed,0.0
O0003400,C000397,2026-03-01,,Completed,0.0
O0003401,C002431,2026-03-01,,Completed,0.0
O0003402,C000015,2026-03-01,,Completed,0.0
O0003403,C002253,2026-03-01,PROMO_BASE,Completed,0.0
O0003404,C000601,2026-03-01,,Completed,0.0
O0003405,C001729,2026-03-01,,Completed,0.0
O0003406,C002092,2026-03-01,,Completed,0.0
O0003407,C000486,2026-03-01,,Completed,0.0
O0003408,C001259,2026-03-01,,Completed,6.99
O0003409,C002369,2026-03-01,,Completed,0.0
