customer_id,region,signup_date,acquisition_channel,customer_segment
C000561,Midwest,2025-04-16,Organic Search,Consumer
C000562,Midwest,2025-05-23,Organic Search,Small Business
C000563,Northeast,2026-06-22,Email,Consumer
C000564,West,2025-04-30,Paid Social,Consumer
C000565,Northeast,2025-08-31,Referral,Premium
C000566,Northeast,2025-12-20,Email,Consumer
C000567,Midwest,2026-05-03,Organic Search,Small Business
C000568,West,2025-08-17,Paid Search,Small Business
C000569,Midwest,2026-06-24,Email,Consumer
C000570,West,2025-03-27,Paid Social,Consumer
C000571,Midwest,2026-05-02,Paid Search,Consumer
C000572,West,2025-09-09,Email,Small Business
C000573,Midwest,2025-12-04,Referral,Consumer
C000574,West,2026-02-10,Email,Small Business
C000575,West,2026-04-28,Organic Search,Consumer
C000576,Northeast,2025-10-21,Organic Search,Small Business
C000577,Midwest,2025-12-18,Referral,Consumer
C000578,West,2025-11-03,Paid Search,Consumer
C000579,West,2026-01-11,Organic Search,Premium
C000580,West,2025-04-01,Paid Social,Consumer
C000581,West,2026-06-11,Referral,Consumer
C000582,West,2026-05-26,Referral,Consumer
C000583,West,2025-11-16,Referral,Consumer
C000584,West,2025-11-12,Organic Search,Consumer
C000585,Midwest,2025-09-14,Referral,Consumer
C000586,West,2026-01-05,Paid Social,Consumer
C000587,Midwest,2025-08-28,Email,Consumer
C000588,West,2025-07-28,Email,Consumer
C000589,Northeast,2025-06-27,Email,Premium
C000590,West,2025-03-18,Paid Social,Consumer
C000591,Midwest,2025-07-23,Paid Social,Consumer
C000592,Midwest,2025-03-26,Referral,Consumer
C000593,Midwest,2025-08-21,Organic Search,Small Business
C000594,West,2025-10-29,Organic Search,Consumer
C000595,West,2025-05-29,Paid Search,Consumer
C000596,West,2025-10-19,Referral,Consumer
C000597,Midwest,2025-08-17,Organic Search,Consumer
C000598,Midwest,2026-03-09,Paid Social,Small Business
C000599,West,2025-06-18,Referral,Consumer
C000600,West,2026-04-10,Paid Social,Consumer
C000601,Midwest,2025-07-14,Email,Consumer
C000602,West,2025-03-04,Paid Social,Consumer
C000603,Midwest,2026-02-03,Email,Consumer
C000604,Northeast,2025-01-26,Paid Search,Small Business
C000605,Midwest,2025-09-10,Paid Search,Consumer
C000606,Northeast,2025-11-24,Organic Search,Consumer
C000607,West,2025-10-06,Paid Search,Small Business
C000608,West,2026-05-01,Referral,Consumer
C000609,Northeast,2025-12-21,Organic Search,Consumer
C000610,West,2026-06-28,Paid Search,Consumer
C000611,Midwest,2025-10-30,Paid Search,Consumer
C000612,Northeast,2026-06-23,Email,Small Business
C000613,West,2025-04-04,,Small Business
C000614,West,2025-01-12,Referral,Consumer
C000615,Northeast,2026-01-17,Organic Search,Consumer
C000616,West,2026-01-14,Paid Search,Small Business
C000617,West,2025-02-11,Referral,Consumer
C000618,West,2025-01-14,Paid Social,Small Business
C000619,West,2025-07-31,Referral,Consumer
C000620,West,2026-06-18,Email,Consumer
C000621,Midwest,2026-05-20,Email,Small Business
C000622,West,2026-06-02,Paid Social,Premium
C000623,Midwest,2025-08-18,Email,Small Business
C000624,Northeast,2026-05-09,Paid Social,Consumer
C000625,West,2026-06-26,Paid Social,Small Business
C000626,Midwest,2025-07-03,Paid Search,Small Business
C000627,West,2025-09-15,Paid Social,Consumer
C000628,Midwest,2026-03-12,Organic Search,Small Business
C000629,West,2026-03-17,Paid Search,Consumer
C000630,Midwest,2025-07-21,Organic Search,Consumer
C000631,Midwest,2026-02-20,Email,Consumer
C000632,West,2025-09-17,Email,Small Business
C000633,Midwest,2025-10-07,Organic Search,Premium
C000634,Midwest,2026-02-17,Organic Search,Premium
C000635,West,2025-02-09,Paid Social,Consumer
C000636,West,2025-04-14,Referral,Consumer
C000637,Northeast,2026-01-07,Email,Small Business
C000638,Midwest,2025-02-02,Paid Social,Consumer
C000639,Midwest,2025-06-08,Paid Search,Consumer
C000640,Midwest,2025-07-21,Referral,Consumer
C000641,West,2025-03-04,Email,Consumer
C000642,Midwest,2025-01-05,Email,Consumer
C000643,Northeast,2025-05-23,Organic Search,Consumer
C000644,Northeast,2026-06-11,Paid Social,Consumer
C000645,West,2025-09-06,Organic Search,Small Business
C000646,Northeast,2026-04-28,Paid Search,Consumer
C000647,Midwest,2025-07-09,Email,Premium
C000648,West,2026-05-30,Organic Search,Consumer
C000649,West,2025-07-27,Email,Consumer
C000650,West,2025-09-18,Referral,Small Business
C000651,Northeast,2025-03-20,Organic Search,Consumer
C000652,Northeast,2026-01-16,Organic Search,Consumer
C000653,Northeast,2025-09-26,Organic Search,Consumer
C000654,Northeast,2025-10-31,Referral,Consumer
C000655,Midwest,2026-04-29,Email,Consumer
C000656,Northeast,2026-05-23,Organic Search,Consumer
C000657,Northeast,2026-04-02,Organic Search,Consumer
C000658,,2025-06-29,Paid Social,Consumer
C000659,West,2026-06-20,Organic Search,Small Business
C000660,West,2026-07-02,Referral,Small Business
C000661,Midwest,2025-11-17,Paid Social,Consumer
C000662,Northeast,2025-03-11,Organic Search,Consumer
C000663,Northeast,2026-05-07,Paid Social,Small Business
C000664,Midwest,2025-08-24,Paid Search,Consumer
C000665,Northeast,2025-05-05,Email,Consumer
C000666,Northeast,2025-05-22,Paid Search,Consumer
C000667,West,2025-04-23,Paid Search,Consumer
C000668,Midwest,2026-04-02,Email,Consumer
C000669,Midwest,2026-02-15,Paid Social,Consumer
C000670,Northeast,2026-06-11,Paid Search,Consumer
C000671,West,2025-04-07,Organic Search,Consumer
C000672,West,2025-01-25,Paid Social,Consumer
C000673,Northeast,2026-03-14,Organic Search,Consumer
C000674,Midwest,2025-09-10,Email,Consumer
C000675,Midwest,2025-04-30,Email,Consumer
C000676,Northeast,2026-05-16,Referral,Consumer
C000677,West,2026-02-16,Organic Search,Consumer
C000678,West,2026-04-15,Organic Search,Premium
C000679,,2026-06-05,Email,Small Business
C000680,Midwest,2025-07-02,Paid Search,Premium
C000681,Midwest,2026-05-14,Organic Search,Premium
C000682,West,2026-02-04,Organic Search,Consumer
C000683,West,2025-04-07,Email,Small Business
C000684,Midwest,2025-08-23,Organic Search,Consumer
C000685,West,2026-01-10,Paid Social,Small Business
C000686,Northeast,2025-11-11,Organic Search,Consumer
C000687,West,2025-07-10,Paid Search,Consumer
C000688,West,2025-01-03,Email,Consumer
C000689,Midwest,2026-02-12,Referral,Consumer
C000690,Northeast,2025-09-28,Email,Consumer
C000691,West,2025-09-28,Referral,Consumer
C000692,West,2025-09-14,Organic Search,Small Business
C000693,Midwest,2025-08-03,Email,Consumer
C000694,Midwest,2026-05-10,Email,Consumer
C000695,Midwest,2025-11-28,Email,Consumer
C000696,Northeast,2025-10-07,Paid Search,Consumer
C000697,Midwest,2026-03-10,Email,Small Business
C000698,West,2026-05-01,Paid Search,Consumer
C000699,Midwest,2025-11-20,Paid Social,Consumer
C000700,Midwest,2025-01-18,Paid Search,Premium
C000701,Northeast,2026-06-20,Organic Search,Consumer
C000702,Northeast,2025-08-19,Organic Search,Consumer
C000703,West,2025-08-11,Organic Search,Small Business
C000704,West,2025-03-25,Email,Premium
C000705,Midwest,2025-05-22,Email,Consumer
C000706,Northeast,2026-01-09,Organic Search,Consumer
C000707,West,2026-04-17,Referral,Consumer
C000708,West,2026-03-23,Paid Search,Small Business
C000709,Northeast,2026-03-13,Email,Consumer
C000710,Northeast,2026-01-06,Organic Search,Consumer
C000711,West,2025-12-13,Organic Search,Small Business
C000712,Northeast,2026-02-18,Organic Search,Consumer
C000713,Northeast,2026-01-17,Organic Search,Premium
C000714,West,2025-12-28,Paid Search,Consumer
C000715,Midwest,2025-08-07,Organic Search,Consumer
C000716,Northeast,2025-12-18,Email,Consumer
C000717,West,2026-03-04,Referral,Consumer
C000718,Northeast,2026-06-13,Paid Social,Small Business
C000719,Northeast,2025-11-29,Organic Search,Consumer
C000720,West,2026-02-21,Organic Search,Consumer
C000721,West,2025-08-12,Email,Small Business
C000722,Midwest,2025-08-02,Paid Search,Consumer
C000723,Midwest,2025-12-04,Referral,Consumer
C000724,Midwest,2025-02-26,Organic Search,Consumer
C000725,West,2025-03-10,Email,Consumer
C000726,West,2025-12-03,Organic Search,Small Business
C000727,Midwest,2025-10-19,Email,Small Business
C000728,Midwest,2025-07-03,Paid Social,Consumer
C000729,Midwest,2025-06-12,Organic Search,Consumer
C000730,Northeast,2026-04-21,Paid Social,Small Business
C000731,West,2025-05-17,Referral,Consumer
C000732,West,2026-01-20,Paid Search,Consumer
C000733,Northeast,2025-02-05,Email,Consumer
C000734,Northeast,2025-08-27,Paid Search,Consumer
C000735,Midwest,2025-05-07,Paid Search,Small Business
C000736,Northeast,2026-04-05,Paid Social,Consumer
C000737,West,2025-07-10,Organic Search,Consumer
C000738,Midwest,2025-05-08,Organic Search,Consumer
C000739,West,2025-07-31,Organic Search,Small Business
C000740,Northeast,2025-08-14,Organic Search,Consumer
C000741,,2026-06-21,Paid Search,Consumer
C000742,Midwest,2025-05-18,Paid Social,Consumer
C000743,Midwest,2025-01-22,Email,Consumer
C000744,West,2025-08-04,Email,Small Business
C000745,Northeast,2026-03-21,Paid Social,Premium
C000746,West,2025-05-22,Referral,Consumer
C000747,Northeast,2026-04-18,Paid Search,Small Business
C000748,West,2025-12-29,Paid Search,Small Business
C000749,Northeast,2025-12-22,Organic Search,Consumer
C000750,West,2026-02-08,Organic Search,Consumer
C000751,West,2026-01-21,Referral,Consumer
C000752,Midwest,2026-04-09,Organic Search,Consumer
C000753,West,2025-06-22,Paid Social,Consumer
C000754,West,2026-04-05,Paid Social,Premium
C000755,West,2025-06-28,Organic Search,Consumer
C000756,,2025-01-21,Organic Search,Consumer
C000757,West,2025-12-26,Referral,Consumer
C000758,Midwest,2025-07-21,Organic Search,Small Business
C000759,Northeast,2025-12-03,Email,Consumer
C000760,Midwest,2026-02-24,Paid Search,Consumer
C000761,West,2025-08-27,Paid Search,Consumer
C000762,Midwest,2025-09-20,Organic Search,Consumer
C000763,Midwest,2025-10-31,Paid Search,Consumer
C000764,Northeast,2026-03-28,Organic Search,Consumer
C000765,West,2025-03-09,Email,Consumer
C000766,West,2026-06-16,Email,Small Business
C000767,Midwest,2026-03-03,Email,Consumer
C000768,Northeast,2025-11-08,Paid Social,Consumer
C000769,Northeast,2025-10-13,Email,Small Business
C000770,West,2026-01-02,Paid Social,Small Business
C000771,Midwest,2025-02-06,Organic Search,Consumer
C000772,Midwest,2025-01-11,Organic Search,Consumer
C000773,Northeast,2025-06-08,Referral,Small Business
C000774,West,2025-11-22,Organic Search,Consumer
C000775,Northeast,2026-05-26,Referral,Consumer
C000776,Midwest,2026-04-24,Paid Search,Small Business
C000777,West,2025-04-29,Paid Search,Consumer
C000778,Northeast,2025-07-03,Paid Social,Consumer
C000779,Northeast,2025-05-04,Paid Search,Small Business
C000780,,2025-08-27,Paid Search,Consumer
C000781,Northeast,2026-01-25,Paid Search,Consumer
C000782,Northeast,2025-12-29,Organic Search,Premium
C000783,West,2025-11-01,Organic Search,Consumer
C000784,West,2026-02-18,Organic Search,Consumer
C000785,Northeast,2026-06-24,Paid Social,Premium
C000786,Northeast,2025-09-29,Paid Search,Small Business
C000787,Midwest,2026-04-15,Paid Search,Consumer
C000788,West,2025-11-12,Referral,Consumer
C000789,Midwest,2025-07-21,Paid Social,Premium
C000790,Northeast,2025-04-18,Organic Search,Consumer
C000791,Northeast,2025-12-31,Paid Search,Small Business
C000792,Northeast,2026-03-21,Organic Search,Small Business
C000793,Midwest,2026-06-02,Email,Small Business
C000794,West,2026-01-01,Organic Search,Small Business
C000795,Northeast,2025-03-31,Email,Consumer
C000796,Northeast,2025-06-27,Organic Search,Consumer
C000797,Northeast,2025-09-24,Referral,Consumer
C000798,Midwest,2025-05-01,Email,Consumer
C000799,Midwest,2025-07-29,Paid Social,Small Business
C000800,Midwest,2025-09-17,Paid Social,Consumer
C000801,West,2025-04-15,Email,Consumer
C000802,Northeast,2025-05-02,Email,Consumer
C000803,West,2025-01-08,Email,Premium
C000804,Midwest,2025-03-09,Email,Premium
C000805,West,2026-03-21,Paid Social,Consumer
C000806,Northeast,2026-04-05,Paid Search,Consumer
C000807,Northeast,2025-10-27,Email,Consumer
C000808,West,2025-04-29,Paid Social,Consumer
C000809,West,2025-09-16,Paid Social,Consumer
C000810,Midwest,2026-04-27,Paid Search,Consumer
C000811,Midwest,2026-04-23,Email,Premium
C000812,Northeast,2026-05-20,Paid Search,Consumer
C000813,Midwest,2025-07-22,Organic Search,Consumer
C000814,Midwest,2025-04-28,Referral,Premium
C000815,Northeast,2026-05-20,Paid Search,Consumer
C000816,Midwest,2025-09-29,Paid Search,Consumer
C000817,West,2026-02-26,Paid Social,Consumer
C000818,West,2026-01-24,Email,Premium
C000819,Northeast,2026-06-13,Organic Search,Consumer
C000820,Northeast,2026-01-16,Referral,Small Business
C000821,West,2026-01-21,Referral,Small Business
C000822,Northeast,2025-01-17,Email,Premium
C000823,Northeast,2025-10-08,Paid Search,Small Business
C000824,Midwest,2026-02-25,Paid Social,Small Business
C000825,West,2025-01-08,Referral,Consumer
C000826,Midwest,2025-01-01,Organic Search,Consumer
C000827,West,2025-11-23,Organic Search,Consumer
C000828,Northeast,2026-05-04,Organic Search,Consumer
C000829,Midwest,2025-03-13,Paid Search,Consumer
C000830,,2026-05-03,Referral,Small Business
C000831,Midwest,2025-12-30,Organic Search,Small Business
C000832,Midwest,2026-02-14,Paid Search,Consumer
C000833,West,2025-05-06,Paid Search,Premium
C000834,Midwest,2025-01-14,Referral,Small Business
C000835,West,2025-01-29,Paid Social,Small Business
C000836,West,2025-05-04,Paid Social,Consumer
C000837,Northeast,2025-02-03,Paid Search,Consumer
C000838,Midwest,2026-01-30,Email,Small Business
C000839,Midwest,2025-08-18,Paid Social,Premium
C000840,Northeast,2025-09-25,Organic Search,Consumer
C000841,Northeast,2025-06-30,Referral,Small Business
C000842,West,2025-06-08,Email,Consumer
C000843,West,2025-12-18,Paid Social,Consumer
C000844,Northeast,2025-10-16,Paid Social,Consumer
C000845,Midwest,2025-06-24,Referral,Consumer
C000846,Northeast,2025-01-17,Paid Social,Consumer
C000847,Northeast,2025-05-10,Organic Search,Consumer
C000848,West,2025-04-01,Email,Consumer
C000849,Northeast,2025-12-18,Paid Social,Consumer
C000850,West,2026-06-14,Paid Search,Premium
C000851,Midwest,2026-01-02,Paid Search,Consumer
C000852,West,2025-06-08,Email,Consumer
C000853,Midwest,2026-05-07,Organic Search,Small Business
C000854,West,2025-12-29,Organic Search,Consumer
C000855,West,2026-01-04,Organic Search,Small Business
C000856,Northeast,2025-07-24,Organic Search,Consumer
C000857,West,2026-05-02,Email,Small Business
C000858,West,2025-05-15,Referral,Premium
C000859,Northeast,2025-07-10,,Consumer
C000860,Midwest,2025-03-29,Organic Search,Consumer
C000861,Midwest,2025-07-16,Organic Search,Consumer
C000862,Northeast,2026-05-03,Referral,Consumer
C000863,West,2025-12-17,Paid Search,Consumer
C000864,Midwest,2026-04-09,Paid Search,Consumer
C000865,West,2025-08-22,Referral,Small Business
C000866,Midwest,2025-06-20,Paid Search,Consumer
C000867,West,2025-10-26,Paid Search,Consumer
C000868,Northeast,2026-04-25,Organic Search,Consumer
C000869,Midwest,2025-11-24,Email,Consumer
C000870,West,2025-11-25,Paid Search,Consumer
C000871,West,2026-06-09,Email,Consumer
C000872,West,2025-03-13,Paid Search,Consumer
C000873,West,2025-08-20,Paid Search,Small Business
C000874,Northeast,2025-03-09,Organic Search,Consumer
C000875,Northeast,2026-03-27,Email,Premium
C000876,West,2025-05-28,Referral,Consumer
C000877,Midwest,2025-05-07,Paid Search,Premium
C000878,Northeast,2025-12-14,Email,Consumer
C000879,,2025-04-27,Referral,Premium
C000880,West,2026-06-21,Organic Search,Premium
C000881,Northeast,2026-02-16,Paid Search,Premium
C000882,Northeast,2025-02-18,Email,Consumer
C000883,Midwest,2026-06-05,Paid Search,Small Business
C000884,Northeast,2026-01-25,Paid Search,Small Business
C000885,Northeast,2025-06-09,Paid Social,Consumer
C000886,West,2025-10-02,Referral,Consumer
C000887,Midwest,2025-10-23,Paid Social,Premium
C000888,Northeast,2025-04-23,Referral,Small Business
C000889,Northeast,2026-04-13,Paid Search,Consumer
C000890,Midwest,2025-02-15,Organic Search,Consumer
C000891,West,2025-10-26,Organic Search,Consumer
C000892,West,2025-07-25,Email,Small Business
C000893,Northeast,2025-12-03,Email,Consumer
C000894,Northeast,2025-11-04,Referral,Premium
C000895,Northeast,2025-08-23,Organic Search,Premium
C000896,Midwest,2026-05-24,Paid Search,Small Business
C000897,Northeast,2025-11-19,Referral,Consumer
C000898,Midwest,2026-01-06,Organic Search,Consumer
C000899,Midwest,2026-01-04,Email,Consumer
C000900,Midwest,2025-04-11,Organic Search,Small Business
C000901,Midwest,2025-10-14,Organic Search,Consumer
C000902,Northeast,2026-03-23,Referral,Consumer
C000903,West,2025-11-02,Paid Social,Consumer
C000904,West,2025-09-06,Referral,Premium
C000905,Midwest,2026-02-18,Paid Social,Consumer
C000906,West,2026-05-14,Organic Search,Consumer
C000907,Midwest,2025-08-15,Referral,Consumer
C000908,West,2026-01-04,Organic Search,Consumer
C000909,Northeast,2025-02-09,Organic Search,Premium
C000910,West,2025-05-08,Organic Search,Small Business
C000911,West,2025-11-09,Paid Social,Consumer
C000912,West,2025-01-20,Referral,Consumer
C000913,,2025-09-18,Referral,Consumer
C000914,Midwest,2025-02-27,Paid Social,Small Business
C000915,West,2026-03-30,Referral,Consumer
C000916,Midwest,2026-06-17,Organic Search,Premium
C000917,,2026-04-20,Paid Social,Consumer
C000918,Northeast,2025-12-01,Organic Search,Consumer
C000919,West,2026-01-17,Organic Search,Consumer
C000920,Midwest,2026-06-25,Referral,Small Business
C000921,Midwest,2025-10-25,Paid Search,Consumer
C000922,Midwest,2025-05-07,Paid Search,Consumer
C000923,Midwest,2026-03-05,Email,Consumer
C000924,West,2025-05-23,Paid Social,Consumer
C000925,Northeast,2025-04-16,Paid Search,Small Business
C000926,Midwest,2025-12-08,Organic Search,Consumer
C000927,Midwest,2026-06-12,Email,Consumer
C000928,Northeast,2025-12-12,Paid Social,Small Business
C000929,West,2025-06-25,Organic Search,Small Business
C000930,West,2025-12-04,Organic Search,Small Business
C000931,West,2025-10-28,Paid Social,Small Business
C000932,West,2025-12-27,Paid Social,Consumer
C000933,West,2025-06-22,Email,Consumer
C000934,West,2025-07-22,Paid Social,Consumer
C000935,West,2025-04-29,Email,Premium
C000936,West,2026-01-07,Email,Consumer
C000937,West,2025-03-04,Email,Small Business
C000938,West,2025-05-31,Paid Social,Consumer
C000939,Northeast,2026-01-29,Paid Search,Consumer
C000940,West,2025-03-07,Referral,Consumer
C000941,Midwest,2025-09-17,Paid Social,Consumer
C000942,Midwest,2025-11-22,Organic Search,Small Business
C000943,Northeast,2025-04-06,Paid Search,Consumer
C000944,Midwest,2025-10-09,Paid Social,Small Business
C000945,Midwest,2026-06-03,Organic Search,Consumer
C000946,Midwest,2026-02-01,Referral,Consumer
C000947,West,2026-06-23,Referral,Consumer
C000948,Northeast,2026-03-11,Organic Search,Consumer
C000949,West,2026-06-04,Email,Consumer
C000950,Northeast,2025-05-07,Paid Social,Consumer
C000951,West,2025-02-06,Paid Social,Small Business
C000952,West,2025-02-06,Organic Search,Consumer
C000953,Northeast,2025-03-17,Referral,Consumer
C000954,West,2025-05-21,Referral,Consumer
C000955,Midwest,2025-05-04,Organic Search,Consumer
C000956,Northeast,2025-06-04,Organic Search,Consumer
C000957,West,2026-02-06,Referral,Small Business
C000958,Midwest,2026-05-02,Paid Search,Consumer
C000959,Northeast,2026-03-17,Paid Social,Consumer
C000960,Midwest,2025-02-14,Email,Small Business
C000961,West,2025-08-22,Paid Social,Consumer
C000962,Midwest,2025-01-22,Paid Search,Consumer
C000963,West,2025-09-01,Organic Search,Premium
C000964,West,2025-06-09,Paid Search,Premium
C000965,Northeast,2026-01-28,Paid Search,Consumer
C000966,Northeast,2025-06-15,Paid Search,Consumer
C000967,Midwest,2026-02-09,Paid Search,Consumer
C000968,West,2025-04-28,Email,Small Business
C000969,Midwest,2025-03-23,Paid Social,Consumer
C000970,West,2025-03-05,Referral,Small Business
C000971,Midwest,2025-08-11,Email,Consumer
C000972,Midwest,2025-01-31,Email,Consumer
C000973,Northeast,2026-01-31,Organic Search,Small Business
C000974,Midwest,2025-10-27,Paid Social,Consumer
C000975,Northeast,2025-05-31,Paid Search,Consumer
C000976,Northeast,2025-02-28,Paid Social,Consumer
C000977,Northeast,2026-01-30,Email,Small Business
C000978,Northeast,2025-03-30,Referral,Premium
C000979,Northeast,2026-06-01,Referral,Small Business
C000980,Midwest,2026-02-12,Referral,Consumer
C000981,West,2025-10-03,Paid Social,Consumer
C000982,Midwest,2025-10-29,Organic Search,Consumer
C000983,Midwest,2025-01-21,Email,Consumer
C000984,West,2025-09-17,Organic Search,Consumer
C000985,Midwest,2025-11-03,Paid Search,Consumer
C000986,Midwest,2025-04-04,Organic Search,Consumer
C000987,West,2025-04-23,Paid Social,Consumer
C000988,Midwest,2025-06-24,Paid Search,Small Business
C000989,Northeast,2025-08-29,Paid Search,Consumer
C000990,West,2026-04-19,Organic Search,Consumer
C000991,Midwest,2025-05-17,Paid Search,Consumer
C000992,Midwest,2025-07-12,Paid Social,Small Business
C000993,West,2025-07-29,Organic Search,Consumer
C000994,Midwest,2025-08-09,Email,Small Business
C000995,Northeast,2026-01-22,Paid Social,Small Business
C000996,Northeast,2026-04-29,Paid Social,Consumer
C000997,Northeast,2025-09-15,Paid Social,Small Business
C000998,Midwest,2025-12-24,Email,Consumer
C000999,West,2025-05-18,Organic Search,Consumer
C001000,West,2026-06-02,Referral,Consumer
C001001,West,2025-03-31,Referral,Consumer
C001002,West,2026-01-05,Email,Consumer
C001003,West,2025-04-06,Paid Search,Consumer
C001004,West,2025-09-15,Paid Search,Consumer
C001005,West,2025-02-20,Organic Search,Premium
C001006,West,2025-06-10,Email,Premium
C001007,West,2025-08-24,Referral,Consumer
C001008,West,2025-10-01,Paid Search,Consumer
C001009,West,2025-10-05,Paid Search,Consumer
C001010,West,2025-05-13,Organic Search,Small Business
C001011,Northeast,2025-09-15,Referral,Consumer
C001012,West,2026-04-11,Paid Social,Consumer
C001013,Midwest,2025-07-11,Paid Search,Premium
C001014,West,2026-02-17,Email,Small Business
C001015,West,2025-09-18,Paid Search,Small Business
C001016,Midwest,2026-03-09,Paid Search,Consumer
C001017,West,2025-07-17,Paid Search,Consumer
C001018,Northeast,2026-02-14,Paid Social,Consumer
C001019,Midwest,2025-08-19,Email,Small Business
C001020,Northeast,2025-11-22,Referral,Consumer
C001021,West,2026-02-11,Paid Search,Small Business
C001022,Midwest,2025-04-13,Paid Social,Consumer
C001023,Northeast,2025-06-14,Email,Premium
C001024,Midwest,2026-01-15,Referral,Small Business
C001025,Midwest,2025-03-10,Email,Small Business
C001026,Midwest,2025-06-19,Paid Social,Premium
C001027,West,2025-06-07,Paid Search,Consumer
C001028,Midwest,2026-05-31,Paid Social,Small Business
C001029,West,2026-03-26,Paid Search,Small Business
C001030,Northeast,2025-10-19,Email,Consumer
C001031,West,2025-09-27,Paid Search,Consumer
C001032,Midwest,2026-04-28,Paid Social,Consumer
C001033,West,2025-07-21,Paid Social,Small Business
C001034,Midwest,2025-04-18,Referral,Premium
C001035,West,2025-12-31,Paid Search,Small Business
C001036,Midwest,2025-07-04,Email,Consumer
C001037,Midwest,2025-08-23,Email,Consumer
C001038,West,2025-06-28,Paid Search,Consumer
C001039,Northeast,2025-01-16,Organic Search,Small Business
C001040,Northeast,2025-08-22,Paid Social,Small Business
C001041,West,2026-06-25,Referral,Premium
C001042,West,2026-06-08,Paid Social,Consumer
C001043,Midwest,2026-04-16,Paid Social,Consumer
C001044,West,2025-10-29,Email,Consumer
C001045,Midwest,2025-10-23,Paid Social,Consumer
C001046,Midwest,2025-12-17,Email,Small Business
C001047,Northeast,2025-12-12,Paid Search,Consumer
C001048,West,2026-02-09,Organic Search,Consumer
C001049,West,2026-04-25,Email,Consumer
C001050,West,2025-12-13,Referral,Consumer
C001051,West,2025-02-23,Organic Search,Small Business
C001052,West,2026-03-28,Paid Social,Premium
C001053,Midwest,2026-06-05,Referral,Consumer
C001054,West,2026-05-18,Referral,Consumer
C001055,Midwest,2026-01-06,Referral,Consumer
C001056,Northeast,2025-05-24,Email,Small Business
C001057,Midwest,2025-01-17,Referral,Premium
C001058,West,2026-04-01,Email,Small Business
C001059,West,2025-11-26,Organic Search,Consumer
C001060,West,2025-02-26,Paid Search,Consumer
C001061,Midwest,2025-07-21,Referral,Consumer
C001062,West,2025-10-05,Email,Small Business
C001063,Midwest,2025-05-29,Paid Social,Consumer
C001064,Midwest,2026-02-27,Paid Social,Consumer
C001065,West,2025-11-01,Paid Search,Consumer
C001066,,2025-08-16,Organic Search,Consumer
C001067,West,2026-05-13,Referral,Consumer
C001068,West,2025-08-20,Referral,Consumer
C001069,West,2025-01-17,Paid Search,Consumer
C001070,,2025-05-28,Organic Search,Consumer
C001071,Northeast,2025-03-26,Organic Search,Consumer
C001072,Northeast,2025-10-26,Organic Search,Consumer
C001073,West,2025-09-14,Paid Social,Consumer
C001074,Midwest,2025-11-22,Email,Consumer
C001075,Northeast,2025-12-20,Paid Social,Small Business
C001076,,2025-05-17,Paid Search,Consumer
C001077,Midwest,2025-02-15,Email,Small Business
C001078,West,2025-02-25,Referral,Consumer
C001079,West,2026-04-02,Organic Search,Premium
C001080,Midwest,2025-11-24,Paid Social,Consumer
C001081,West,2025-03-01,Paid Search,Consumer
C001082,West,2026-06-16,Paid Social,Consumer
C001083,West,2025-06-29,Organic Search,Small Business
C001084,Midwest,2025-07-16,Email,Consumer
C001085,West,2026-05-08,Referral,Consumer
C001086,Northeast,2026-02-22,Referral,Consumer
C001087,West,2025-07-22,Email,Consumer
C001088,Northeast,2026-03-11,Paid Search,Consumer
C001089,West,2025-10-17,Paid Search,Consumer
C001090,West,2025-02-27,Email,Small Business
C001091,Midwest,2025-01-30,Organic Search,Consumer
C001092,West,2025-01-06,Email,Consumer
C001093,Northeast,2025-01-06,Referral,Consumer
C001094,Northeast,2025-04-23,Paid Search,Consumer
C001095,West,2025-01-23,Email,Consumer
C001096,West,2025-01-13,Organic Search,Consumer
C001097,Northeast,2025-12-11,Paid Search,Small Business
C001098,Northeast,2025-11-14,Paid Search,Consumer
C001099,West,2025-11-09,Paid Social,Premium
C001100,Northeast,2026-06-02,Organic Search,Consumer
C001101,Northeast,2025-12-03,Paid Search,Consumer
C001102,Midwest,2026-03-23,Organic Search,Consumer
C001103,Midwest,2025-01-05,Organic Search,Consumer
C001104,Northeast,2025-04-23,Paid Search,Consumer
C001105,,2025-01-02,Organic Search,Consumer
C001106,Northeast,2025-05-27,Email,Consumer
C001107,West,2025-12-26,Email,Consumer
C001108,Midwest,2025-04-12,Organic Search,Consumer
C001109,Midwest,2026-06-04,Paid Social,Consumer
C001110,Northeast,2025-08-18,Paid Search,Consumer
C001111,Northeast,2025-03-09,Referral,Consumer
C001112,West,2025-07-31,Email,Consumer
C001113,Midwest,2025-04-11,Paid Social,Consumer
C001114,West,2025-03-03,Paid Search,Consumer
C001115,West,2025-08-03,Email,Small Business
C001116,West,2025-03-04,Paid Social,Consumer
C001117,Midwest,2025-02-20,Referral,Consumer
C001118,West,2026-03-11,Email,Consumer
C001119,Northeast,2026-05-09,,Consumer
C001120,Northeast,2025-02-15,Referral,Premium
C001121,West,2025-12-22,Paid Social,Small Business
C001122,Northeast,2025-01-05,Paid Search,Consumer
C001123,Midwest,2025-01-24,Email,Small Business
C001124,Northeast,2025-03-04,Paid Social,Small Business
C001125,Northeast,2026-02-17,Email,Consumer
C001126,Northeast,2025-10-05,Email,Consumer
