return_id,order_item_id,return_date,return_quantity,return_amount,return_reason
R0000470,OI00004086,2026-03-10,1,108.99,Changed Mind
R0000471,OI00004126,2026-02-18,1,83.66,Wrong Item
R0000472,OI00004143,2026-02-18,1,117.46,
R0000473,OI00004145,2026-03-10,1,79.24,Size or Fit
R0000474,OI00004154,2026-03-24,1,321.58,Changed Mind
R0000475,OI00004157,2026-03-19,1,119.86,Size or Fit
R0000476,OI00004167,2026-03-12,1,254.41,Changed Mind
R0000477,OI00004193,2026-03-03,1,117.44,Size or Fit
R0000478,OI00004202,2026-03-15,1,265.61,Damaged
R0000479,OI00004216,2026-02-22,1,51.4,Not as Described
R0000480,OI00004219,2026-03-21,1,29.05,Size or Fit
R0000481,OI00004226,2026-03-04,1,121.33,Damaged
R0000482,OI00004231,2026-03-27,1,106.15,Wrong Item
R0000483,OI00004232,2026-03-14,1,621.87,Size or Fit
R0000484,OI00004240,2026-02-28,1,66.03,Damaged
R0000485,OI00004245,2026-03-14,1,84.11,Changed Mind
R0000486,OI00004262,2026-03-10,1,74.42,Wrong Item
R0000487,OI00004275,2026-03-04,1,169.12,Damaged
R0000488,OI00004281,2026-03-18,1,639.68,Size or Fit
R0000489,OI00004295,2026-03-16,1,145.61,Not as Described
R0000490,OI00004300,2026-02-18,1,69.95,Damaged
R0000491,OI00004303,2026-03-21,1,661.57,Changed Mind
R0000492,OI00004305,2026-02-21,1,422.18,Not as Described
R0000493,OI00004310,2026-03-21,1,118.27,Not as Described
R0000494,OI00004312,2026-03-22,1,118.83,Damaged
R0000495,OI00004315,2026-03-26,1,121.73,Size or Fit
R0000496,OI00004319,2026-03-12,1,73.67,Size or Fit
R0000497,OI00004328,2026-02-19,1,136.26,Arrived Late
R0000498,OI00004336,2026-03-01,1,682.94,Wrong Item
R0000499,OI00004347,2026-03-23,1,124.74,Arrived Late
R0000500,OI00004351,2026-03-18,1,121.56,Changed Mind
R0000501,OI00004359,2026-02-28,1,67.5,Changed Mind
R0000502,OI00004363,2026-03-05,1,133.24,Size or Fit
R0000503,OI00004371,2026-02-20,2,165.12,Changed Mind
R0000504,OI00004395,2026-02-19,1,151.66,Size or Fit
R0000505,OI00004397,2026-03-01,1,71.82,
R0000506,OI00004398,2026-03-02,1,103.48,Changed Mind
R0000507,OI00004404,2026-03-18,2,158.72,Size or Fit
R0000508,OI00004413,2026-03-04,1,126.42,Damaged
R0000509,OI00004425,2026-03-08,1,114.0,Not as Described
R0000510,OI00004439,2026-02-22,1,126.76,
R0000511,OI00004461,2026-03-14,1,119.13,Changed Mind
R0000512,OI00004466,2026-03-20,1,146.35,Damaged
R0000513,OI00004472,2026-03-18,1,156.58,Size or Fit
R0000514,OI00004474,2026-03-29,1,65.22,Not as Described
R0000515,OI00004479,2026-03-09,1,131.01,Arrived Late
R0000516,OI00004489,2026-02-26,1,112.78,
R0000517,OI00004530,2026-02-24,1,276.02,Changed Mind
R0000518,OI00004533,2026-03-21,1,679.73,Not as Described
R0000519,OI00004537,2026-03-01,1,16.35,Wrong Item
R0000520,OI00004557,2026-03-07,1,108.39,Size or Fit
R0000521,OI00004560,2026-02-23,1,112.94,Changed Mind
R0000522,OI00004567,2026-02-20,1,27.36,Size or Fit
R0000523,OI00004584,2026-03-05,1,447.96,Wrong Item
R0000524,OI00004594,2026-03-04,1,632.81,
R0000525,OI00004599,2026-03-12,1,72.22,Wrong Item
R0000526,OI00004605,2026-03-01,1,70.49,
R0000527,OI00004610,2026-02-20,1,289.65,Wrong Item
R0000528,OI00004613,2026-02-24,1,318.04,
R0000529,OI00004615,2026-03-18,1,616.4,Damaged
R0000530,OI00004621,2026-02-24,1,149.69,Damaged
R0000531,OI00004633,2026-03-14,1,127.72,Size or Fit
R0000532,OI00004634,2026-03-13,1,124.0,Arrived Late
R0000533,OI00004637,2026-02-21,1,102.49,Changed Mind
R0000534,OI00004640,2026-03-12,1,543.31,Size or Fit
R0000535,OI00004665,2026-03-13,1,82.83,Changed Mind
R0000536,OI00004668,2026-03-15,2,246.22,
R0000537,OI00004670,2026-03-03,1,12.58,Arrived Late
R0000538,OI00004683,2026-03-04,1,60.13,Changed Mind
R0000539,OI00004684,2026-02-28,2,318.42,Size or Fit
R0000540,OI00004692,2026-03-16,1,683.64,Damaged
R0000541,OI00004693,2026-03-04,1,142.14,Changed Mind
R0000542,OI00004695,2026-02-23,1,779.11,Size or Fit
R0000543,OI00004697,2026-03-06,1,271.0,Arrived Late
R0000544,OI00004706,2026-03-05,1,248.65,Arrived Late
R0000545,OI00004712,2026-03-20,1,140.29,
R0000546,OI00004717,2026-02-23,1,72.14,
R0000547,OI00004718,2026-03-04,1,125.95,Not as Described
R0000548,OI00004735,2026-03-22,1,628.86,Not as Described
R0000549,OI00004740,2026-03-14,1,428.03,Not as Described
R0000550,OI00004751,2026-02-28,1,12.54,Size or Fit
R0000551,OI00004752,2026-02-28,1,93.21,Damaged
R0000552,OI00004759,2026-03-03,1,126.78,Not as Described
R0000553,OI00004771,2026-03-02,1,164.74,Size or Fit
R0000554,OI00004780,2026-03-19,1,87.52,Damaged
R0000555,OI00004787,2026-02-21,1,109.79,Size or Fit
R0000556,OI00004790,2026-03-08,1,437.43,Damaged
R0000557,OI00004799,2026-03-07,1,65.15,Arrived Late
R0000558,OI00004804,2026-03-07,1,113.72,Changed Mind
R0000559,OI00004807,2026-03-15,1,372.24,Wrong Item
R0000560,OI00004817,2026-03-27,2,836.88,Arrived Late
R0000561,OI00004820,2026-02-24,1,139.87,Not as Described
R0000562,OI00004837,2026-03-29,1,675.22,Not as Described
R0000563,OI00004838,2026-03-18,1,766.91,Wrong Item
R0000564,OI00004842,2026-02-24,2,570.96,Wrong Item
R0000565,OI00004844,2026-03-21,2,125.0,Wrong Item
R0000566,OI00004851,2026-02-23,1,91.16,Changed Mind
R0000567,OI00004853,2026-03-28,2,123.74,Changed Mind
R0000568,OI00004855,2026-03-11,1,79.04,
R0000569,OI00004886,2026-03-18,1,101.0,Wrong Item
R0000570,OI00004902,2026-03-09,1,135.53,Wrong Item
R0000571,OI00004916,2026-03-23,1,470.45,Size or Fit
R0000572,OI00004932,2026-03-06,1,124.24,Arrived Late
R0000573,OI00004935,2026-04-02,1,59.75,Arrived Late
R0000574,OI00004955,2026-03-05,1,81.19,Size or Fit
R0000575,OI00004959,2026-02-26,2,164.24,Damaged
R0000576,OI00004960,2026-03-03,1,31.76,Changed Mind
R0000577,OI00004966,2026-03-31,1,122.76,Size or Fit
R0000578,OI00004971,2026-04-02,1,163.37,Not as Described
R0000579,OI00004979,2026-03-09,1,318.05,Size or Fit
R0000580,OI00005001,2026-04-02,1,542.15,Damaged
R0000581,OI00005006,2026-02-24,1,154.34,Not as Described
R0000582,OI00005011,2026-03-21,1,136.8,Damaged
R0000583,OI00005024,2026-03-02,1,86.56,Arrived Late
R0000584,OI00005025,2026-03-24,1,113.59,Size or Fit
R0000585,OI00005052,2026-03-03,1,80.86,Size or Fit
R0000586,OI00005061,2026-03-12,1,79.78,Changed Mind
R0000587,OI00005075,2026-03-31,1,133.27,Size or Fit
R0000588,OI00005093,2026-03-13,1,80.57,
R0000589,OI00005137,2026-03-04,1,254.91,Size or Fit
R0000590,OI00005140,2026-04-03,1,149.21,Size or Fit
R0000591,OI00005160,2026-03-18,1,384.49,Size or Fit
R0000592,OI00005163,2026-03-01,1,243.95,Changed Mind
R0000593,OI00005168,2026-04-04,1,104.02,Size or Fit
R0000594,OI00005169,2026-02-27,1,665.91,Not as Described
R0000595,OI00005184,2026-04-01,1,658.96,Changed Mind
R0000596,OI00005186,2026-02-27,1,694.92,Arrived Late
R0000597,OI00005188,2026-03-24,1,128.64,Not as Described
R0000598,OI00005191,2026-03-03,1,142.91,Wrong Item
R0000599,OI00005195,2026-03-14,1,110.37,
R0000600,OI00005197,2026-02-28,1,53.78,Size or Fit
R0000601,OI00005200,2026-04-02,1,418.64,Not as Described
R0000602,OI00005260,2026-04-06,1,68.05,Not as Described
R0000603,OI00005264,2026-03-20,1,82.74,Size or Fit
R0000604,OI00005265,2026-03-09,1,390.4,Not as Described
R0000605,OI00005269,2026-03-11,1,292.34,Changed Mind
R0000606,OI00005276,2026-02-28,1,138.45,Size or Fit
R0000607,OI00005284,2026-04-01,1,124.76,Damaged
R0000608,OI00005296,2026-02-28,1,111.33,
R0000609,OI00005316,2026-03-11,1,110.3,Damaged
R0000610,OI00005317,2026-03-09,1,127.55,Not as Described
R0000611,OI00005318,2026-03-13,2,62.04,Changed Mind
R0000612,OI00005328,2026-03-07,1,86.93,Changed Mind
R0000613,OI00005329,2026-03-24,1,82.09,
R0000614,OI00005353,2026-04-08,1,62.19,
R0000615,OI00005358,2026-03-14,1,55.76,
R0000616,OI00005378,2026-04-01,1,93.74,Not as Described
R0000617,OI00005382,2026-04-04,1,310.36,Not as Described
R0000618,OI00005388,2026-04-03,1,81.84,Not as Described
R0000619,OI00005390,2026-03-10,1,148.01,Size or Fit
R0000620,OI00005398,2026-03-10,1,62.97,Changed Mind
R0000621,OI00005400,2026-03-30,1,124.56,Changed Mind
R0000622,OI00005401,2026-03-31,1,421.92,Wrong Item
R0000623,OI00005408,2026-03-11,1,68.9,Changed Mind
R0000624,OI00005410,2026-04-04,1,78.12,Size or Fit
R0000625,OI00005435,2026-03-30,1,267.41,Changed Mind
R0000626,OI00005440,2026-03-02,1,64.35,Size or Fit
R0000627,OI00005441,2026-03-26,1,186.53,Changed Mind
R0000628,OI00005444,2026-03-19,1,146.21,Size or Fit
R0000629,OI00005447,2026-04-10,1,604.99,Changed Mind
R0000630,OI00005450,2026-03-26,1,582.95,
R0000631,OI00005452,2026-03-09,1,78.84,Damaged
R0000632,OI00005456,2026-03-25,1,67.01,Size or Fit
R0000633,OI00005466,2026-03-19,1,75.4,
R0000634,OI00005467,2026-04-04,2,161.78,Not as Described
R0000635,OI00005468,2026-03-01,2,57.98,Arrived Late
R0000636,OI00005475,2026-03-20,1,80.97,Not as Described
R0000637,OI00005485,2026-03-16,1,148.59,Wrong Item
R0000638,OI00005489,2026-03-06,2,218.8,Not as Described
R0000639,OI00005496,2026-03-20,1,71.4,Arrived Late
R0000640,OI00005518,2026-03-31,1,132.95,
R0000641,OI00005522,2026-03-03,1,124.23,
R0000642,OI00005538,2026-03-17,1,121.43,Size or Fit
R0000643,OI00005544,2026-04-06,1,80.14,Size or Fit
R0000644,OI00005549,2026-03-24,1,156.49,Damaged
R0000645,OI00005584,2026-03-17,1,77.34,Changed Mind
R0000646,OI00005595,2026-03-26,1,80.44,Changed Mind
R0000647,OI00005604,2026-03-25,1,65.29,Changed Mind
R0000648,OI00005610,2026-04-07,1,798.01,Size or Fit
R0000649,OI00005614,2026-03-10,1,134.56,Changed Mind
R0000650,OI00005621,2026-03-28,1,141.76,Size or Fit
R0000651,OI00005624,2026-03-18,1,426.73,Size or Fit
R0000652,OI00005628,2026-03-13,1,14.21,Changed Mind
R0000653,OI00005644,2026-03-04,1,120.21,
R0000654,OI00005656,2026-03-10,1,89.92,
R0000655,OI00005670,2026-03-18,1,477.31,Not as Described
R0000656,OI00005674,2026-03-06,1,66.83,Damaged
R0000657,OI00005677,2026-03-31,1,61.25,
R0000658,OI00005682,2026-04-04,1,265.57,Size or Fit
R0000659,OI00005685,2026-03-30,1,386.74,Wrong Item
R0000660,OI00005686,2026-03-21,2,292.2,Wrong Item
R0000661,OI00005689,2026-03-14,1,149.01,Changed Mind
R0000662,OI00005701,2026-03-27,1,662.8,Changed Mind
R0000663,OI00005715,2026-03-30,1,395.36,Changed Mind
R0000664,OI00005716,2026-03-23,1,380.25,Changed Mind
R0000665,OI00005723,2026-03-10,1,806.33,Not as Described
R0000666,OI00005726,2026-03-19,1,125.62,Size or Fit
R0000667,OI00005739,2026-04-04,1,154.59,Arrived Late
R0000668,OI00005740,2026-03-16,1,82.98,Size or Fit
R0000669,OI00005742,2026-04-05,1,157.27,
R0000670,OI00005762,2026-03-10,1,664.62,Damaged
R0000671,OI00005764,2026-03-19,1,342.92,
R0000672,OI00005771,2026-04-08,1,125.18,Arrived Late
R0000673,OI00005797,2026-03-10,1,143.79,Changed Mind
R0000674,OI00005815,2026-04-12,1,108.89,Size or Fit
R0000675,OI00005829,2026-03-05,1,130.28,Changed Mind
R0000676,OI00005836,2026-03-18,2,167.52,Not as Described
R0000677,OI00005846,2026-04-09,1,81.38,Size or Fit
R0000678,OI00005860,2026-04-12,2,346.37,
R0000679,OI00005875,2026-04-05,1,110.83,Damaged
R0000680,OI00005877,2026-03-19,1,80.38,Size or Fit
R0000681,OI00005879,2026-04-11,1,431.81,Changed Mind
R0000682,OI00005886,2026-03-13,1,108.08,Damaged
R0000683,OI00005893,2026-03-26,1,283.57,Size or Fit
R0000684,OI00005896,2026-03-05,1,444.35,Wrong Item
R0000685,OI00005902,2026-03-09,1,78.1,Damaged
R0000686,OI00005927,2026-03-18,1,127.19,Size or Fit
R0000687,OI00005941,2026-04-03,1,137.63,Wrong Item
R0000688,OI00005957,2026-03-27,1,62.24,Changed Mind
R0000689,OI00005961,2026-04-09,1,82.31,Size or Fit
R0000690,OI00005965,2026-03-17,1,16.74,Not as Described
R0000691,OI00005966,2026-04-14,1,79.82,Not as Described
R0000692,OI00005970,2026-03-16,1,93.81,Damaged
R0000693,OI00005972,2026-04-01,1,100.18,Size or Fit
R0000694,OI00005973,2026-03-27,1,112.52,Size or Fit
R0000695,OI00005975,2026-03-18,1,331.73,Size or Fit
R0000696,OI00005992,2026-03-10,1,87.81,Arrived Late
R0000697,OI00006000,2026-03-08,1,377.35,Changed Mind
R0000698,OI00006017,2026-04-12,1,448.46,Arrived Late
R0000699,OI00006018,2026-04-08,1,126.35,Damaged
R0000700,OI00006024,2026-03-16,1,72.02,Size or Fit
R0000701,OI00006032,2026-03-27,1,44.76,Changed Mind
R0000702,OI00006063,2026-04-16,1,128.25,Size or Fit
R0000703,OI00006073,2026-03-12,1,123.26,
R0000704,OI00006074,2026-04-13,1,46.97,Size or Fit
R0000705,OI00006076,2026-04-14,1,133.33,Not as Described
R0000706,OI00006083,2026-03-16,1,19.13,
R0000707,OI00006085,2026-03-18,1,135.89,
R0000708,OI00006098,2026-04-13,1,95.28,Damaged
R0000709,OI00006100,2026-03-11,1,111.3,Not as Described
R0000710,OI00006107,2026-03-12,1,146.47,Size or Fit
R0000711,OI00006119,2026-03-23,1,124.55,Size or Fit
R0000712,OI00006132,2026-04-12,1,74.41,Not as Described
R0000713,OI00006133,2026-03-09,1,26.22,Damaged
R0000714,OI00006138,2026-04-07,1,591.84,Damaged
R0000715,OI00006139,2026-03-25,1,359.13,Not as Described
R0000716,OI00006142,2026-04-06,1,54.07,Not as Described
R0000717,OI00006174,2026-04-17,1,65.79,Size or Fit
R0000718,OI00006189,2026-04-16,1,82.63,Not as Described
R0000719,OI00006209,2026-03-11,1,103.03,Wrong Item
R0000720,OI00006229,2026-03-27,2,158.44,Changed Mind
R0000721,OI00006238,2026-04-17,1,123.24,Damaged
R0000722,OI00006241,2026-04-17,1,74.78,Not as Described
R0000723,OI00006242,2026-03-25,1,28.7,Not as Described
R0000724,OI00006247,2026-04-16,1,638.24,Damaged
R0000725,OI00006250,2026-03-11,1,149.77,Arrived Late
R0000726,OI00006257,2026-04-15,1,149.66,Damaged
R0000727,OI00006269,2026-03-21,1,119.1,Damaged
R0000728,OI00006294,2026-04-05,1,83.57,Size or Fit
R0000729,OI00006296,2026-03-18,1,76.71,Changed Mind
R0000730,OI00006303,2026-03-09,1,90.32,Size or Fit
R0000731,OI00006311,2026-04-15,1,164.33,Changed Mind
R0000732,OI00006322,2026-03-14,1,87.11,Arrived Late
R0000733,OI00006324,2026-03-24,1,606.42,Not as Described
R0000734,OI00006325,2026-04-10,1,78.98,Damaged
R0000735,OI00006334,2026-03-16,1,146.56,Size or Fit
R0000736,OI00006344,2026-04-03,1,97.46,Size or Fit
R0000737,OI00006347,2026-03-24,1,120.38,Damaged
R0000738,OI00006349,2026-03-13,2,885.6,Arrived Late
R0000739,OI00006350,2026-04-14,1,87.61,Wrong Item
R0000740,OI00006356,2026-04-12,1,372.07,
R0000741,OI00006357,2026-03-30,1,126.39,Damaged
R0000742,OI00006379,2026-04-05,1,148.77,Damaged
R0000743,OI00006388,2026-03-25,1,123.13,Arrived Late
R0000744,OI00006396,2026-03-11,1,122.48,Not as Described
R0000745,OI00006399,2026-04-04,1,124.07,
R0000746,OI00006404,2026-04-01,2,1476.69,Not as Described
R0000747,OI00006406,2026-04-17,1,159.51,Size or Fit
R0000748,OI00006426,2026-04-11,1,100.14,Arrived Late
R0000749,OI00006433,2026-03-12,1,414.15,
R0000750,OI00006451,2026-03-30,1,691.39,Not as Described
R0000751,OI00006464,2026-03-20,1,136.86,Not as Described
R0000752,OI00006493,2026-03-14,1,53.72,Damaged
R0000753,OI00006499,2026-04-20,1,81.39,Changed Mind
R0000754,OI00006526,2026-03-18,1,39.62,Size or Fit
R0000755,OI00006547,2026-04-18,1,103.91,Damaged
R0000756,OI00006562,2026-04-08,1,326.18,Damaged
R0000757,OI00006565,2026-03-13,1,54.48,Changed Mind
R0000758,OI00006566,2026-03-18,1,45.49,Not as Described
R0000759,OI00006567,2026-04-15,1,142.16,Size or Fit
R0000760,OI00006599,2026-04-09,1,306.06,Size or Fit
R0000761,OI00006620,2026-04-12,1,317.91,Changed Mind
R0000762,OI00006639,2026-04-08,1,68.78,Changed Mind
R0000763,OI00006649,2026-04-02,1,112.0,Arrived Late
R0000764,OI00006678,2026-03-22,1,638.03,Damaged
R0000765,OI00006686,2026-04-08,1,79.62,Damaged
R0000766,OI00006694,2026-03-17,1,67.32,Size or Fit
R0000767,OI00006701,2026-04-16,1,66.67,Damaged
R0000768,OI00006715,2026-04-05,1,460.77,Arrived Late
R0000769,OI00006716,2026-04-12,1,674.72,Changed Mind
R0000770,OI00006717,2026-04-06,1,81.56,Size or Fit
R0000771,OI00006721,2026-03-16,1,86.14,Damaged
R0000772,OI00006723,2026-04-11,1,659.46,Changed Mind
R0000773,OI00006735,2026-03-29,1,122.05,Damaged
R0000774,OI00006736,2026-03-15,1,83.94,
R0000775,OI00006745,2026-03-29,2,163.28,Size or Fit
R0000776,OI00006751,2026-03-31,1,74.57,Not as Described
R0000777,OI00006765,2026-04-16,1,79.79,Size or Fit
R0000778,OI00006766,2026-03-21,1,274.3,Size or Fit
R0000779,OI00006785,2026-04-19,1,29.64,
R0000780,OI00006798,2026-04-07,1,135.15,Changed Mind
R0000781,OI00006805,2026-03-26,1,67.96,Wrong Item
R0000782,OI00006806,2026-03-31,1,81.64,Size or Fit
R0000783,OI00006818,2026-03-22,1,127.3,Size or Fit
R0000784,OI00006829,2026-03-28,1,80.29,Size or Fit
R0000785,OI00006832,2026-03-22,1,71.61,
R0000786,OI00006843,2026-03-31,1,115.41,Changed Mind
R0000787,OI00006848,2026-04-19,1,84.01,Size or Fit
R0000788,OI00006851,2026-04-08,2,276.0,Size or Fit
R0000789,OI00006853,2026-04-20,1,110.89,Size or Fit
R0000790,OI00006868,2026-03-29,1,138.37,Not as Described
R0000791,OI00006872,2026-03-19,1,28.23,Changed Mind
R0000792,OI00006889,2026-03-24,1,273.38,Arrived Late
R0000793,OI00006890,2026-04-08,1,786.97,Not as Described
R0000794,OI00006902,2026-03-30,1,124.3,Size or Fit
R0000795,OI00006904,2026-04-21,1,458.71,Arrived Late
R0000796,OI00006917,2026-04-08,1,103.12,Wrong Item
R0000797,OI00006925,2026-03-28,1,296.78,Changed Mind
R0000798,OI00006931,2026-03-30,1,260.47,
R0000799,OI00006936,2026-03-31,1,296.61,
R0000800,OI00006938,2026-03-18,1,273.28,Damaged
R0000801,OI00006939,2026-04-02,1,165.44,Damaged
R0000802,OI00006942,2026-03-24,1,137.01,Size or Fit
R0000803,OI00006946,2026-04-23,1,67.24,Arrived Late
R0000804,OI00006948,2026-04-09,2,136.84,Not as Described
R0000805,OI00006963,2026-03-19,1,125.48,Size or Fit
R0000806,OI00006966,2026-03-17,1,144.5,Damaged
R0000807,OI00006975,2026-03-18,1,134.46,Arrived Late
R0000808,OI00006979,2026-04-17,1,116.45,Size or Fit
R0000809,OI00006980,2026-04-07,1,69.01,Damaged
R0000810,OI00006987,2026-04-08,1,292.3,Arrived Late
R0000811,OI00006996,2026-03-20,1,110.68,Changed Mind
R0000812,OI00007009,2026-03-25,1,79.3,Damaged
R0000813,OI00007012,2026-04-08,1,12.17,Damaged
R0000814,OI00007035,2026-04-19,1,156.67,Not as Described
R0000815,OI00007052,2026-03-17,2,294.22,
R0000816,OI00007058,2026-03-29,1,402.46,Size or Fit
R0000817,OI00007059,2026-03-20,1,188.74,
R0000818,OI00007064,2026-04-06,1,304.62,Size or Fit
R0000819,OI00007065,2026-04-20,1,368.14,Size or Fit
R0000820,OI00007074,2026-04-09,1,145.26,Size or Fit
R0000821,OI00007080,2026-04-08,1,14.4,Not as Described
R0000822,OI00007082,2026-04-05,1,417.83,Changed Mind
R0000823,OI00007084,2026-03-21,1,310.52,Changed Mind
R0000824,OI00007090,2026-04-10,1,70.83,Changed Mind
R0000825,OI00007098,2026-04-23,2,206.42,
R0000826,OI00007099,2026-04-16,1,135.83,Size or Fit
R0000827,OI00007115,2026-03-22,1,110.66,Size or Fit
R0000828,OI00007116,2026-04-02,1,59.85,
R0000829,OI00007117,2026-04-23,1,128.63,Size or Fit
R0000830,OI00007137,2026-04-16,1,479.5,Size or Fit
R0000831,OI00007144,2026-04-03,2,252.2,Size or Fit
R0000832,OI00007153,2026-04-21,1,120.72,Not as Described
R0000833,OI00007176,2026-04-17,1,63.1,
R0000834,OI00007185,2026-04-15,1,430.22,Arrived Late
R0000835,OI00007189,2026-04-26,1,149.52,Changed Mind
R0000836,OI00007193,2026-03-25,1,117.85,Size or Fit
R0000837,OI00007198,2026-04-21,1,125.13,Not as Described
R0000838,OI00007199,2026-04-24,1,82.42,Arrived Late
R0000839,OI00007200,2026-04-14,1,287.25,Damaged
R0000840,OI00007205,2026-03-20,1,54.94,Arrived Late
R0000841,OI00007206,2026-03-23,1,108.96,Arrived Late
R0000842,OI00007219,2026-04-13,1,82.29,Not as Described
R0000843,OI00007228,2026-04-08,1,261.75,Size or Fit
R0000844,OI00007251,2026-04-19,2,1363.3,Size or Fit
R0000845,OI00007258,2026-03-19,1,142.09,Damaged
R0000846,OI00007272,2026-04-11,1,142.33,
R0000847,OI00007273,2026-04-08,1,82.49,Damaged
R0000848,OI00007274,2026-04-05,1,300.63,Arrived Late
R0000849,OI00007291,2026-03-25,1,121.99,Damaged
R0000850,OI00007300,2026-03-29,1,401.83,
R0000851,OI00007329,2026-04-19,1,80.49,Damaged
R0000852,OI00007330,2026-04-01,1,415.34,
R0000853,OI00007336,2026-03-22,1,235.76,Changed Mind
R0000854,OI00007365,2026-03-26,1,121.78,Changed Mind
R0000855,OI00007366,2026-04-08,1,99.43,Changed Mind
R0000856,OI00007398,2026-04-03,1,611.66,Changed Mind
R0000857,OI00007403,2026-03-28,1,99.9,Size or Fit
R0000858,OI00007406,2026-03-25,1,441.21,
R0000859,OI00007412,2026-04-07,1,347.17,Not as Described
R0000860,OI00007429,2026-04-23,1,125.15,Changed Mind
R0000861,OI00007437,2026-04-08,1,329.61,Changed Mind
R0000862,OI00007460,2026-03-23,1,144.27,
R0000863,OI00007461,2026-04-14,1,19.33,Changed Mind
R0000864,OI00007474,2026-03-25,1,123.33,Damaged
R0000865,OI00007481,2026-04-26,1,140.39,Arrived Late
R0000866,OI00007496,2026-04-08,1,103.56,
R0000867,OI00007505,2026-04-06,1,27.62,Size or Fit
R0000868,OI00007514,2026-04-05,1,267.77,Changed Mind
R0000869,OI00007516,2026-04-15,1,30.35,Changed Mind
R0000870,OI00007519,2026-04-25,1,147.15,Changed Mind
R0000871,OI00007524,2026-04-04,1,30.22,Wrong Item
R0000872,OI00007527,2026-03-23,1,119.19,Not as Described
R0000873,OI00007530,2026-03-23,1,361.02,Changed Mind
R0000874,OI00007543,2026-04-11,1,60.39,Not as Described
R0000875,OI00007546,2026-04-25,1,137.78,Size or Fit
R0000876,OI00007557,2026-04-25,1,80.51,Size or Fit
R0000877,OI00007580,2026-04-04,1,675.44,Changed Mind
R0000878,OI00007585,2026-04-21,1,788.42,Not as Described
R0000879,OI00007587,2026-04-02,1,139.98,Changed Mind
R0000880,OI00007588,2026-04-03,1,83.65,Wrong Item
R0000881,OI00007590,2026-04-28,1,140.91,
R0000882,OI00007599,2026-04-07,1,138.18,Damaged
R0000883,OI00007603,2026-04-28,1,812.57,
R0000884,OI00007615,2026-04-28,1,421.5,Changed Mind
R0000885,OI00007616,2026-04-26,1,283.76,Damaged
R0000886,OI00007623,2026-04-03,1,103.98,Size or Fit
R0000887,OI00007627,2026-03-22,1,85.31,Changed Mind
R0000888,OI00007633,2026-03-25,1,102.82,Size or Fit
R0000889,OI00007640,2026-04-20,2,1568.92,Size or Fit
R0000890,OI00007645,2026-04-26,1,117.23,Size or Fit
R0000891,OI00007649,2026-04-08,1,124.64,Damaged
R0000892,OI00007651,2026-04-23,2,136.34,Wrong Item
R0000893,OI00007652,2026-04-17,1,135.41,Wrong Item
R0000894,OI00007669,2026-04-06,1,118.22,Changed Mind
R0000895,OI00007672,2026-04-22,1,809.42,
R0000896,OI00007678,2026-03-26,1,147.29,Damaged
R0000897,OI00007680,2026-03-25,1,81.49,Changed Mind
R0000898,OI00007696,2026-04-28,1,273.63,Damaged
R0000899,OI00007702,2026-03-25,1,81.21,
R0000900,OI00007708,2026-04-25,1,74.23,Arrived Late
R0000901,OI00007716,2026-04-18,1,61.31,Changed Mind
R0000902,OI00007718,2026-03-23,1,81.48,Not as Described
R0000903,OI00007719,2026-04-17,1,142.8,Not as Described
R0000904,OI00007722,2026-04-25,1,774.44,
R0000905,OI00007728,2026-04-26,1,82.28,Damaged
R0000906,OI00007743,2026-04-18,2,242.44,Arrived Late
R0000907,OI00007746,2026-04-04,1,75.82,Wrong Item
R0000908,OI00007750,2026-04-20,2,166.32,Changed Mind
R0000909,OI00007777,2026-04-14,1,101.72,
R0000910,OI00007781,2026-04-23,1,72.0,Damaged
R0000911,OI00007790,2026-04-13,1,46.98,Not as Described
R0000912,OI00007792,2026-04-19,2,552.48,Wrong Item
R0000913,OI00007807,2026-04-21,1,67.18,Size or Fit
R0000914,OI00007858,2026-03-25,1,80.46,Changed Mind
R0000915,OI00007862,2026-04-19,1,17.25,Not as Described
R0000916,OI00007863,2026-04-19,1,284.7,
R0000917,OI00007866,2026-04-24,1,653.67,Arrived Late
R0000918,OI00007872,2026-04-10,1,538.74,Damaged
R0000919,OI00007873,2026-04-21,1,559.17,Changed Mind
R0000920,OI00007883,2026-03-31,1,193.85,Changed Mind
R0000921,OI00007885,2026-04-15,1,803.06,Arrived Late
R0000922,OI00007886,2026-03-27,1,103.33,
R0000923,OI00007894,2026-04-01,2,250.94,Not as Described
R0000924,OI00007911,2026-04-12,1,75.16,
R0000925,OI00007923,2026-04-06,1,671.13,Not as Described
R0000926,OI00007928,2026-03-30,1,325.87,
R0000927,OI00007931,2026-04-23,1,58.15,Changed Mind
R0000928,OI00007944,2026-03-30,1,123.23,
R0000929,OI00007949,2026-04-24,1,267.1,Changed Mind
R0000930,OI00007951,2026-04-16,1,81.25,Size or Fit
R0000931,OI00007953,2026-03-27,1,682.41,
R0000932,OI00007956,2026-04-15,1,143.25,Damaged
R0000933,OI00007957,2026-04-25,1,324.91,Damaged
R0000934,OI00007974,2026-04-17,1,155.79,Size or Fit
R0000935,OI00007982,2026-03-28,1,689.33,Damaged
R0000936,OI00007984,2026-04-06,1,125.0,Size or Fit
R0000937,OI00007985,2026-03-27,1,150.61,Size or Fit
