order_item_id,order_id,product_id,quantity,unit_price,discount_amount
OI00002675,O0001528,P0033,1,441.51,0.0
OI00002676,O0001529,P0036,1,196.08,9.77
OI00002677,O0001529,P0006,1,127.14,19.02
OI00002678,O0001530,P0006,1,122.93,0.0
OI00002679,O0001531,P0001,1,148.48,0.0
OI00002680,O0001532,P0001,1,145.86,9.94
OI00002681,O0001533,P0022,1,337.5,0.0
OI00002682,O0001533,P0020,1,683.3,0.0
OI00002683,O0001533,P0045,1,152.64,0.0
OI00002684,O0001534,P0037,1,63.73,9.04
OI00002685,O0001534,P0048,1,90.57,7.15
OI00002686,O0001534,P0038,1,266.59,27.93
OI00002687,O0001534,P0013,1,103.15,8.19
OI00002688,O0001534,P0016,1,126.05,20.06
OI00002689,O0001535,P0053,1,532.29,25.45
OI00002690,O0001536,P0052,2,399.87,69.13
OI00002691,O0001537,P0003,1,82.36,8.33
OI00002692,O0001537,P0052,1,414.46,71.4
OI00002693,O0001538,P0042,1,131.33,0.0
OI00002694,O0001539,P0053,1,526.3,0.0
OI00002695,O0001540,P0038,1,275.95,24.38
OI00002696,O0001541,P0048,1,95.05,0.0
OI00002697,O0001542,P0023,1,123.48,0.0
OI00002698,O0001543,P0057,1,157.07,0.0
OI00002699,O0001544,P0003,1,82.86,0.0
OI00002700,O0001545,P0003,1,83.95,0.0
OI00002701,O0001545,P0038,1,273.14,0.0
OI00002702,O0001546,P0042,1,131.18,9.31
OI00002703,O0001546,P0051,1,76.75,9.75
OI00002704,O0001547,P0054,1,141.0,16.52
OI00002705,O0001548,P0044,1,52.46,5.4
OI00002706,O0001548,P0042,1,132.54,19.97
OI00002707,O0001549,P0039,1,328.1,22.38
OI00002708,O0001550,P0016,1,122.99,9.19
OI00002709,O0001550,P0006,1,122.88,20.69
OI00002710,O0001551,P0041,1,31.17,0.0
OI00002711,O0001551,P0033,2,424.13,0.0
OI00002712,O0001551,P0030,1,252.91,0.0
OI00002713,O0001552,P0054,1,135.35,0.0
OI00002714,O0001552,P0003,1,83.86,0.0
OI00002715,O0001552,P0036,1,196.47,0.0
OI00002716,O0001552,P0025,1,618.64,0.0
OI00002717,O0001553,P0059,1,60.23,8.19
OI00002718,O0001554,P0035,1,287.67,24.3
OI00002719,O0001554,P0006,1,121.57,7.41
OI00002720,O0001555,P0030,1,255.05,0.0
OI00002721,O0001555,P0006,1,127.87,0.0
OI00002722,O0001556,P0016,1,121.59,0.0
OI00002723,O0001556,P0005,1,67.25,0.0
OI00002724,O0001557,P0043,2,46.89,0.0
OI00002725,O0001558,P0057,1,164.52,0.0
OI00002726,O0001559,P0028,1,322.86,0.0
OI00002727,O0001560,P0025,2,614.93,73.59
OI00002728,O0001561,P0038,2,266.88,0.0
OI00002729,O0001561,P0006,1,123.36,0.0
OI00002730,O0001562,P0047,2,70.26,18.18
OI00002731,O0001563,P0017,1,152.77,0.0
OI00002732,O0001563,P0056,1,379.57,0.0
OI00002733,O0001564,P0019,1,661.56,0.0
OI00002734,O0001564,P0027,2,629.51,0.0
OI00002735,O0001565,P0056,1,369.68,0.0
OI00002736,O0001566,P0058,2,52.33,9.16
OI00002737,O0001567,P0017,1,153.2,0.0
OI00002738,O0001567,P0019,1,679.4,0.0
OI00002739,O0001568,P0009,2,108.79,0.0
OI00002740,O0001569,P0056,1,384.44,0.0
OI00002741,O0001569,P0011,1,143.61,0.0
OI00002742,O0001570,P0028,1,314.28,24.6
OI00002743,O0001571,P0035,1,294.07,0.0
OI00002744,O0001572,P0013,1,98.56,15.32
OI00002745,O0001572,P0026,1,84.29,5.99
OI00002746,O0001573,P0028,1,311.68,0.0
OI00002747,O0001574,P0012,2,28.5,0.0
OI00002748,O0001575,P0003,1,80.07,7.18
OI00002749,O0001575,P0055,1,150.92,18.81
OI00002750,O0001576,P0038,1,275.34,0.0
OI00002751,O0001577,P0002,1,82.29,9.56
OI00002752,O0001578,P0045,1,150.72,16.43
OI00002753,O0001578,P0020,1,663.89,47.95
OI00002754,O0001578,P0038,1,273.16,22.47
OI00002755,O0001579,P0013,1,99.11,0.0
OI00002756,O0001579,P0023,1,118.02,0.0
OI00002757,O0001580,P0049,2,144.49,0.0
OI00002758,O0001580,P0018,1,374.04,0.0
OI00002759,O0001581,P0020,1,688.21,58.53
OI00002760,O0001582,P0013,1,103.02,0.0
OI00002761,O0001582,P0021,1,83.91,0.0
OI00002762,O0001583,P0033,1,425.72,60.37
OI00002763,O0001583,P0021,2,84.78,27.81
OI00002764,O0001584,P0049,1,139.03,0.0
OI00002765,O0001585,P0059,1,60.43,0.0
OI00002766,O0001586,P0018,1,359.94,0.0
OI00002767,O0001586,P0016,1,120.71,0.0
OI00002768,O0001586,P0029,1,284.17,0.0
OI00002769,O0001587,P0044,1,53.53,0.0
OI00002770,O0001588,P0027,1,647.18,109.07
OI00002771,O0001588,P0049,1,142.77,14.86
OI00002772,O0001589,P0034,1,418.66,37.91
OI00002773,O0001589,P0016,1,121.39,6.45
OI00002774,O0001589,P0059,1,63.68,5.35
OI00002775,O0001590,P0030,2,258.03,36.58
OI00002776,O0001591,P0009,1,112.83,0.0
OI00002777,O0001591,P0002,1,80.91,0.0
OI00002778,O0001591,P0056,1,383.49,0.0
OI00002779,O0001592,P0059,1,63.57,8.76
OI00002780,O0001592,P0021,1,85.2,11.57
OI00002781,O0001593,P0010,1,160.09,17.23
OI00002782,O0001594,P0025,1,635.35,65.53
OI00002783,O0001594,P0007,1,109.57,8.15
OI00002784,O0001595,P0045,1,146.89,0.0
OI00002785,O0001596,P0002,1,80.77,0.0
OI00002786,O0001596,P0036,2,192.64,0.0
OI00002787,O0001596,P0057,1,161.35,0.0
OI00002788,O0001597,P0033,1,418.78,0.0
OI00002789,O0001598,P0018,1,362.86,0.0
OI00002790,O0001599,P0056,1,366.05,0.0
OI00002791,O0001600,P0027,1,653.16,0.0
OI00002792,O0001600,P0003,1,79.43,0.0
OI00002793,O0001600,P0044,1,54.98,0.0
OI00002794,O0001601,P0055,1,150.19,0.0
OI00002795,O0001601,P0050,1,14.45,0.0
OI00002796,O0001602,P0002,1,82.63,0.0
OI00002797,O0001602,P0045,1,149.73,0.0
OI00002798,O0001603,P0055,2,150.94,32.58
OI00002799,O0001603,P0039,1,316.09,13.44
OI00002800,O0001603,P0005,1,68.0,6.98
OI00002801,O0001604,P0017,1,159.41,17.11
OI00002802,O0001604,P0032,1,401.04,59.38
OI00002803,O0001604,P0052,1,411.3,36.03
OI00002804,O0001604,P0057,1,158.19,19.18
OI00002805,O0001605,P0008,1,89.89,0.0
OI00002806,O0001605,P0005,1,65.69,0.0
OI00002807,O0001605,P0016,2,122.28,0.0
OI00002808,O0001606,P0026,1,85.5,0.0
OI00002809,O0001606,P0054,1,135.99,0.0
OI00002810,O0001607,P0024,1,811.24,0.0
OI00002811,O0001607,P0019,1,686.33,0.0
OI00002812,O0001608,P0057,1,163.95,27.44
OI00002813,O0001608,P0060,1,455.83,57.99
OI00002814,O0001608,P0021,2,84.47,21.32
OI00002815,O0001609,P0036,1,186.1,30.86
OI00002816,O0001610,P0012,1,28.45,0.0
OI00002817,O0001610,P0015,2,61.97,0.0
OI00002818,O0001611,P0011,1,141.18,13.25
OI00002819,O0001612,P0042,1,131.48,0.0
OI00002820,O0001613,P0045,1,154.07,17.45
OI00002821,O0001614,P0046,1,19.34,0.0
OI00002822,O0001614,P0027,1,622.93,0.0
OI00002823,O0001615,P0010,2,156.81,0.0
OI00002824,O0001615,P0009,1,109.75,0.0
OI00002825,O0001616,P0057,1,160.87,8.93
OI00002826,O0001617,P0013,1,98.23,0.0
OI00002827,O0001617,P0049,1,141.5,0.0
OI00002828,O0001618,P0035,1,283.67,0.0
OI00002829,O0001619,P0039,1,325.98,28.89
OI00002830,O0001619,P0033,1,431.77,37.52
OI00002831,O0001620,P0049,1,140.56,0.0
OI00002832,O0001620,P0038,2,266.46,0.0
OI00002833,O0001621,P0057,1,163.65,0.0
OI00002834,O0001622,P0032,1,402.67,0.0
OI00002835,O0001623,P0038,1,265.25,46.16
OI00002836,O0001623,P0049,1,146.61,17.17
OI00002837,O0001624,P0002,1,82.47,14.59
OI00002838,O0001624,P0040,1,488.88,76.34
OI00002839,O0001625,P0021,1,83.49,7.5
OI00002840,O0001626,P0049,1,144.87,0.0
OI00002841,O0001626,P0022,1,346.4,0.0
OI00002842,O0001626,P0013,1,103.12,0.0
OI00002843,O0001627,P0011,1,144.36,0.0
OI00002844,O0001628,P0053,1,527.93,24.68
OI00002845,O0001629,P0001,1,142.65,0.0
OI00002846,O0001630,P0039,1,322.22,0.0
OI00002847,O0001631,P0020,1,674.32,42.63
OI00002848,O0001632,P0033,1,434.38,0.0
OI00002849,O0001632,P0043,1,44.87,0.0
OI00002850,O0001633,P0038,2,267.0,0.0
OI00002851,O0001634,P0060,1,437.11,0.0
OI00002852,O0001634,P0045,1,147.59,0.0
OI00002853,O0001635,P0042,1,134.1,0.0
OI00002854,O0001635,P0045,1,154.2,0.0
OI00002855,O0001636,P0030,1,247.76,36.51
OI00002856,O0001637,P0026,2,82.63,0.0
OI00002857,O0001637,P0020,1,666.3,0.0
OI00002858,O0001638,P0045,1,147.59,0.0
OI00002859,O0001639,P0038,1,269.03,0.0
OI00002860,O0001640,P0052,1,406.03,0.0
OI00002861,O0001640,P0056,1,369.94,0.0
OI00002862,O0001641,P0049,1,146.63,7.34
OI00002863,O0001641,P0038,1,274.55,39.45
OI00002864,O0001641,P0019,2,685.8,230.37
OI00002865,O0001641,P0007,1,107.96,16.48
OI00002866,O0001642,P0046,1,19.11,0.0
OI00002867,O0001642,P0056,3,365.59,0.0
OI00002868,O0001643,P0006,1,128.39,0.0
OI00002869,O0001643,P0060,1,451.08,0.0
OI00002870,O0001644,P0033,1,431.54,0.0
OI00002871,O0001644,P0038,1,262.3,0.0
OI00002872,O0001644,P0005,2,66.21,0.0
OI00002873,O0001645,P0006,2,123.24,0.0
OI00002874,O0001645,P0060,1,443.23,0.0
OI00002875,O0001646,P0023,1,121.27,0.0
OI00002876,O0001646,P0039,1,325.1,0.0
OI00002877,O0001647,P0021,2,82.94,0.0
OI00002878,O0001647,P0005,1,67.46,0.0
OI00002879,O0001648,P0032,1,407.23,0.0
OI00002880,O0001649,P0032,1,418.31,40.96
OI00002881,O0001649,P0004,1,74.08,12.81
OI00002882,O0001650,P0038,1,272.99,0.0
OI00002883,O0001650,P0043,1,44.45,0.0
OI00002884,O0001651,P0037,1,64.75,0.0
OI00002885,O0001652,P0023,2,121.36,27.87
OI00002886,O0001652,P0032,2,398.92,63.63
OI00002887,O0001653,P0025,1,623.48,0.0
OI00002888,O0001653,P0038,1,267.47,0.0
OI00002889,O0001653,P0043,1,46.17,0.0
OI00002890,O0001653,P0059,1,62.39,0.0
OI00002891,O0001654,P0022,1,341.16,16.68
OI00002892,O0001654,P0043,1,46.9,4.64
OI00002893,O0001655,P0057,1,159.36,0.0
OI00002894,O0001656,P0057,1,158.39,0.0
OI00002895,O0001657,P0001,1,141.59,0.0
OI00002896,O0001657,P0047,1,68.44,0.0
OI00002897,O0001657,P0049,1,144.1,0.0
OI00002898,O0001658,P0018,1,371.08,0.0
OI00002899,O0001659,P0042,1,130.08,15.86
OI00002900,O0001660,P0005,1,65.81,0.0
OI00002901,O0001660,P0019,1,657.99,0.0
OI00002902,O0001660,P0006,1,124.74,0.0
OI00002903,O0001661,P0045,1,146.18,0.0
OI00002904,O0001661,P0015,1,60.75,0.0
OI00002905,O0001662,P0001,2,146.36,0.0
OI00002906,O0001663,P0019,1,670.51,0.0
OI00002907,O0001664,P0038,1,261.67,0.0
OI00002908,O0001664,P0060,1,446.25,0.0
OI00002909,O0001664,P0049,1,140.53,0.0
OI00002910,O0001665,P0010,1,157.39,23.36
OI00002911,O0001666,P0032,1,399.19,0.0
OI00002912,O0001666,P0059,2,62.56,0.0
OI00002913,O0001667,P0024,1,772.85,87.05
OI00002914,O0001667,P0050,1,14.57,1.82
OI00002915,O0001668,P0045,1,147.15,0.0
OI00002916,O0001668,P0001,1,145.27,0.0
OI00002917,O0001669,P0002,1,83.05,0.0
OI00002918,O0001670,P0049,1,142.37,0.0
OI00002919,O0001670,P0020,1,684.26,0.0
OI00002920,O0001670,P0032,1,405.08,0.0
OI00002921,O0001670,P0033,1,421.45,0.0
OI00002922,O0001670,P0018,1,363.62,0.0
OI00002923,O0001671,P0004,1,75.52,0.0
OI00002924,O0001672,P0023,1,120.82,0.0
OI00002925,O0001672,P0026,2,82.77,0.0
OI00002926,O0001673,P0002,1,81.91,6.1
OI00002927,O0001674,P0007,1,108.87,0.0
OI00002928,O0001674,P0011,1,143.72,0.0
OI00002929,O0001675,P0023,1,121.71,0.0
OI00002930,O0001676,P0026,1,82.03,0.0
OI00002931,O0001677,P0055,1,148.71,25.85
OI00002932,O0001678,P0011,1,140.74,12.91
OI00002933,O0001679,P0027,1,618.6,0.0
OI00002934,O0001680,P0049,1,140.28,13.92
OI00002935,O0001681,P0054,1,136.44,0.0
OI00002936,O0001682,P0037,1,64.91,4.02
OI00002937,O0001683,P0022,1,342.27,0.0
OI00002938,O0001684,P0055,1,149.27,0.0
OI00002939,O0001685,P0043,2,45.97,0.0
OI00002940,O0001685,P0042,1,134.57,0.0
OI00002941,O0001686,P0006,1,123.91,0.0
OI00002942,O0001687,P0054,1,136.13,0.0
OI00002943,O0001688,P0052,1,399.86,0.0
OI00002944,O0001688,P0024,1,782.6,0.0
OI00002945,O0001689,P0038,2,269.37,67.35
OI00002946,O0001689,P0043,1,46.93,5.63
OI00002947,O0001690,P0031,1,28.75,0.0
OI00002948,O0001691,P0045,2,149.17,0.0
OI00002949,O0001691,P0050,1,14.16,0.0
OI00002950,O0001692,P0008,1,86.17,6.95
OI00002951,O0001692,P0031,2,28.85,3.49
OI00002952,O0001693,P0023,1,124.76,0.0
OI00002953,O0001694,P0046,1,19.22,2.75
OI00002954,O0001695,P0039,1,328.26,0.0
OI00002955,O0001696,P0019,2,655.79,0.0
OI00002956,O0001697,P0040,2,481.3,0.0
OI00002957,O0001697,P0024,1,804.22,0.0
OI00002958,O0001698,P0003,1,80.22,0.0
OI00002959,O0001698,P0046,1,19.75,0.0
OI00002960,O0001699,P0004,1,74.12,0.0
OI00002961,O0001700,P0038,1,266.92,0.0
OI00002962,O0001700,P0016,1,123.34,0.0
OI00002963,O0001701,P0032,1,400.7,0.0
OI00002964,O0001702,P0024,1,771.87,0.0
OI00002965,O0001703,P0059,1,60.23,0.0
OI00002966,O0001704,P0056,1,366.04,0.0
OI00002967,O0001704,P0036,1,188.0,0.0
OI00002968,O0001704,P0038,1,263.38,0.0
OI00002969,O0001705,P0019,1,677.56,0.0
OI00002970,O0001706,P0038,1,270.01,0.0
OI00002971,O0001706,P0033,1,419.68,0.0
OI00002972,O0001707,P0005,1,68.35,0.0
OI00002973,O0001708,P0043,2,46.12,0.0
OI00002974,O0001709,P0039,1,328.47,53.23
OI00002975,O0001710,P0057,1,162.74,23.35
OI00002976,O0001711,P0058,1,50.88,0.0
OI00002977,O0001712,P0003,1,81.34,6.82
OI00002978,O0001712,P0039,2,325.27,39.99
OI00002979,O0001713,P0029,1,296.44,0.0
OI00002980,O0001714,P0038,1,273.89,29.85
OI00002981,O0001714,P0056,1,373.48,63.1
OI00002982,O0001715,P0057,1,162.97,0.0
OI00002983,O0001716,P0054,1,135.36,0.0
OI00002984,O0001716,P0039,1,328.29,0.0
OI00002985,O0001717,P0017,1,158.3,22.13
OI00002986,O0001717,P0059,1,62.09,5.24
OI00002987,O0001718,P0020,1,666.73,0.0
OI00002988,O0001718,P0038,1,270.91,0.0
OI00002989,O0001719,P0003,1,81.1,4.65
OI00002990,O0001720,P0038,1,275.36,0.0
OI00002991,O0001720,P0040,2,476.59,0.0
OI00002992,O0001721,P0029,1,285.91,0.0
OI00002993,O0001722,P0054,1,134.19,0.0
OI00002994,O0001722,P0060,1,454.78,0.0
OI00002995,O0001722,P0020,1,665.49,0.0
OI00002996,O0001723,P0006,1,126.18,0.0
OI00002997,O0001724,P0059,1,60.45,0.0
OI00002998,O0001724,P0034,1,427.68,0.0
OI00002999,O0001724,P0038,1,270.89,0.0
OI00003000,O0001725,P0032,1,411.05,0.0
OI00003001,O0001725,P0006,1,123.63,0.0
OI00003002,O0001725,P0002,1,82.5,0.0
OI00003003,O0001725,P0054,1,133.49,0.0
OI00003004,O0001726,P0008,1,86.54,0.0
OI00003005,O0001726,P0006,1,125.96,0.0
OI00003006,O0001726,P0038,1,267.7,0.0
OI00003007,O0001726,P0046,1,19.29,0.0
OI00003008,O0001727,P0032,1,399.32,0.0
OI00003009,O0001727,P0047,1,68.83,0.0
OI00003010,O0001728,P0029,1,298.4,38.23
OI00003011,O0001728,P0007,2,113.52,15.76
OI00003012,O0001728,P0040,1,472.38,71.1
OI00003013,O0001729,P0002,1,83.75,0.0
OI00003014,O0001729,P0058,1,51.74,0.0
OI00003015,O0001729,P0020,1,698.01,0.0
OI00003016,O0001730,P0060,1,460.72,0.0
OI00003017,O0001731,P0039,1,327.32,0.0
OI00003018,O0001732,P0005,1,64.98,0.0
OI00003019,O0001733,P0038,2,260.78,0.0
OI00003020,O0001734,P0024,2,811.93,0.0
OI00003021,O0001735,P0027,1,631.01,0.0
OI00003022,O0001736,P0028,1,318.23,0.0
OI00003023,O0001736,P0030,2,250.55,0.0
OI00003024,O0001737,P0015,2,61.68,21.64
OI00003025,O0001738,P0029,1,286.68,0.0
OI00003026,O0001739,P0048,1,90.18,7.04
OI00003027,O0001740,P0017,1,152.87,0.0
OI00003028,O0001741,P0023,2,120.48,0.0
OI00003029,O0001741,P0008,1,87.86,0.0
OI00003030,O0001741,P0039,1,314.88,0.0
OI00003031,O0001742,P0035,1,281.81,0.0
OI00003032,O0001743,P0038,1,265.37,0.0
OI00003033,O0001744,P0003,1,79.29,12.98
OI00003034,O0001744,P0057,1,163.73,10.71
OI00003035,O0001744,P0002,1,82.37,6.48
OI00003036,O0001745,P0026,1,82.61,0.0
OI00003037,O0001745,P0045,1,151.85,0.0
OI00003038,O0001745,P0057,1,158.28,0.0
OI00003039,O0001746,P0027,1,622.96,0.0
OI00003040,O0001747,P0016,1,121.86,8.3
OI00003041,O0001747,P0045,1,148.95,11.57
OI00003042,O0001748,P0035,1,290.28,15.55
OI00003043,O0001749,P0009,1,108.37,0.0
OI00003044,O0001749,P0060,2,455.73,0.0
OI00003045,O0001750,P0040,1,490.0,0.0
OI00003046,O0001750,P0058,1,52.79,0.0
OI00003047,O0001751,P0003,1,81.21,0.0
OI00003048,O0001751,P0016,1,126.57,0.0
OI00003049,O0001752,P0050,1,14.41,0.0
OI00003050,O0001753,P0048,1,94.3,0.0
OI00003051,O0001754,P0032,1,418.25,0.0
OI00003052,O0001754,P0038,1,272.06,0.0
OI00003053,O0001755,P0001,1,142.88,0.0
OI00003054,O0001756,P0059,1,62.63,0.0
OI00003055,O0001757,P0047,1,70.67,0.0
OI00003056,O0001758,P0040,1,486.22,0.0
OI00003057,O0001758,P0013,1,99.49,0.0
OI00003058,O0001759,P0002,1,82.71,0.0
OI00003059,O0001759,P0055,1,145.74,0.0
OI00003060,O0001760,P0019,1,651.37,0.0
OI00003061,O0001760,P0046,1,18.88,0.0
OI00003062,O0001760,P0029,1,285.76,0.0
OI00003063,O0001761,P0039,1,318.36,0.0
OI00003064,O0001761,P0014,1,137.54,0.0
OI00003065,O0001761,P0047,2,69.05,0.0
OI00003066,O0001762,P0006,1,122.64,0.0
OI00003067,O0001762,P0028,1,314.76,0.0
OI00003068,O0001763,P0033,1,436.77,0.0
OI00003069,O0001763,P0021,1,82.87,0.0
OI00003070,O0001764,P0055,1,148.23,0.0
OI00003071,O0001764,P0013,1,99.5,0.0
OI00003072,O0001765,P0011,1,143.92,0.0
OI00003073,O0001766,P0032,1,413.15,31.15
OI00003074,O0001767,P0015,2,60.01,0.0
OI00003075,O0001767,P0019,1,669.0,0.0
OI00003076,O0001768,P0005,1,67.24,11.07
OI00003077,O0001768,P0018,1,357.85,58.08
OI00003078,O0001769,P0032,3,412.7,0.0
OI00003079,O0001770,P0010,1,164.6,0.0
OI00003080,O0001771,P0004,2,76.17,0.0
OI00003081,O0001771,P0015,2,61.75,0.0
OI00003082,O0001771,P0021,1,84.71,0.0
OI00003083,O0001772,P0007,1,113.24,0.0
OI00003084,O0001773,P0011,1,144.44,20.16
OI00003085,O0001774,P0019,1,673.49,56.44
OI00003086,O0001774,P0031,1,27.85,3.28
OI00003087,O0001775,P0019,2,650.93,126.18
OI00003088,O0001776,P0017,2,155.39,0.0
OI00003089,O0001776,P0019,1,656.54,0.0
OI00003090,O0001777,P0007,1,113.71,0.0
OI00003091,O0001777,P0054,1,136.75,0.0
OI00003092,O0001777,P0037,1,64.48,0.0
OI00003093,O0001778,P0029,1,296.06,0.0
OI00003094,O0001779,P0028,1,327.8,0.0
OI00003095,O0001780,P0026,1,85.07,0.0
OI00003096,O0001780,P0039,1,313.23,0.0
OI00003097,O0001781,P0060,1,460.6,47.18
OI00003098,O0001782,P0041,1,30.92,0.0
OI00003099,O0001782,P0052,2,417.74,0.0
OI00003100,O0001783,P0047,1,68.44,0.0
OI00003101,O0001783,P0016,1,125.93,0.0
OI00003102,O0001784,P0023,1,122.59,0.0
OI00003103,O0001784,P0021,1,84.76,0.0
OI00003104,O0001785,P0060,1,435.8,0.0
OI00003105,O0001785,P0024,1,791.66,0.0
OI00003106,O0001786,P0019,2,662.64,0.0
OI00003107,O0001786,P0002,2,80.92,0.0
OI00003108,O0001787,P0029,2,294.59,0.0
OI00003109,O0001787,P0057,1,166.08,0.0
OI00003110,O0001788,P0007,1,111.29,0.0
OI00003111,O0001789,P0029,1,289.62,0.0
OI00003112,O0001789,P0024,2,783.47,0.0
OI00003113,O0001789,P0033,2,433.66,0.0
OI00003114,O0001790,P0020,1,667.22,116.2
OI00003115,O0001791,P0049,1,142.93,0.0
OI00003116,O0001791,P0004,2,76.93,0.0
OI00003117,O0001792,P0029,1,299.54,0.0
OI00003118,O0001792,P0040,1,484.96,0.0
OI00003119,O0001793,P0019,1,675.64,101.97
OI00003120,O0001793,P0005,1,68.01,3.33
OI00003121,O0001793,P0020,2,672.42,69.71
OI00003122,O0001794,P0060,1,439.94,0.0
OI00003123,O0001794,P0035,1,277.33,0.0
OI00003124,O0001795,P0041,1,31.25,0.0
OI00003125,O0001795,P0046,1,19.41,0.0
OI00003126,O0001795,P0042,1,129.08,0.0
OI00003127,O0001795,P0015,1,61.53,0.0
OI00003128,O0001796,P0024,1,767.91,53.72
OI00003129,O0001797,P0041,1,31.72,4.25
OI00003130,O0001797,P0028,1,309.43,22.13
OI00003131,O0001797,P0030,1,251.08,15.71
OI00003132,O0001798,P0056,1,362.83,55.16
OI00003133,O0001798,P0024,1,773.91,133.16
OI00003134,O0001799,P0021,1,83.0,0.0
OI00003135,O0001799,P0012,2,28.54,0.0
OI00003136,O0001799,P0003,2,79.29,0.0
OI00003137,O0001800,P0003,1,80.04,6.46
OI00003138,O0001801,P0041,1,31.66,5.25
OI00003139,O0001801,P0013,1,102.67,10.31
OI00003140,O0001801,P0032,1,403.46,21.5
OI00003141,O0001802,P0036,1,190.42,13.42
OI00003142,O0001803,P0023,1,119.58,0.0
OI00003143,O0001803,P0045,1,152.84,0.0
OI00003144,O0001804,P0042,1,133.78,0.0
OI00003145,O0001804,P0054,1,133.13,0.0
OI00003146,O0001805,P0056,1,378.98,0.0
OI00003147,O0001805,P0020,1,687.94,0.0
OI00003148,O0001805,P0029,1,286.19,0.0
OI00003149,O0001805,P0044,2,53.14,0.0
OI00003150,O0001806,P0019,1,669.5,0.0
OI00003151,O0001807,P0003,1,81.88,0.0
OI00003152,O0001808,P0038,2,271.33,78.93
OI00003153,O0001808,P0049,1,140.3,11.53
OI00003154,O0001809,P0002,1,82.14,3.93
OI00003155,O0001809,P0036,1,190.58,12.09
OI00003156,O0001810,P0058,1,50.75,3.9
OI00003157,O0001811,P0017,2,156.85,0.0
OI00003158,O0001811,P0006,1,127.57,0.0
OI00003159,O0001812,P0058,2,51.33,0.0
OI00003160,O0001812,P0006,1,127.28,0.0
OI00003161,O0001813,P0002,1,82.0,0.0
OI00003162,O0001813,P0038,1,264.35,0.0
OI00003163,O0001813,P0025,2,619.05,0.0
OI00003164,O0001813,P0027,1,649.54,0.0
OI00003165,O0001814,P0011,1,144.64,0.0
OI00003166,O0001814,P0045,1,149.34,0.0
OI00003167,O0001814,P0020,1,678.93,0.0
OI00003168,O0001815,P0049,1,145.48,0.0
OI00003169,O0001815,P0016,1,120.21,0.0
OI00003170,O0001815,P0015,1,62.1,0.0
OI00003171,O0001816,P0042,1,132.44,0.0
OI00003172,O0001816,P0030,1,254.15,0.0
OI00003173,O0001817,P0038,1,269.56,35.58
OI00003174,O0001817,P0043,1,45.84,6.66
OI00003175,O0001818,P0002,1,82.21,0.0
OI00003176,O0001818,P0029,2,285.32,0.0
OI00003177,O0001819,P0040,1,488.88,0.0
OI00003178,O0001820,P0028,1,326.4,0.0
OI00003179,O0001820,P0023,1,124.88,0.0
OI00003180,O0001821,P0020,1,695.12,0.0
OI00003181,O0001821,P0026,1,84.64,0.0
OI00003182,O0001822,P0011,1,137.09,0.0
OI00003183,O0001822,P0052,1,402.31,0.0
OI00003184,O0001822,P0016,1,120.1,0.0
OI00003185,O0001823,P0003,1,82.61,14.35
OI00003186,O0001824,P0003,1,79.14,0.0
OI00003187,O0001825,P0024,1,787.84,0.0
OI00003188,O0001826,P0019,1,689.61,0.0
OI00003189,O0001826,P0021,1,85.49,0.0
OI00003190,O0001827,P0022,1,329.95,0.0
OI00003191,O0001827,P0036,2,190.59,0.0
OI00003192,O0001828,P0038,1,274.38,14.07
OI00003193,O0001829,P0016,1,122.24,0.0
OI00003194,O0001830,P0009,1,113.99,0.0
OI00003195,O0001831,P0019,1,651.79,0.0
OI00003196,O0001831,P0001,1,141.04,0.0
OI00003197,O0001832,P0003,1,82.23,0.0
OI00003198,O0001833,P0059,1,60.4,0.0
OI00003199,O0001833,P0016,1,121.15,0.0
OI00003200,O0001834,P0013,2,101.39,0.0
OI00003201,O0001835,P0057,1,164.53,0.0
OI00003202,O0001836,P0045,1,148.78,8.84
OI00003203,O0001836,P0020,1,696.65,84.15
OI00003204,O0001837,P0030,1,250.02,0.0
OI00003205,O0001837,P0003,1,83.19,0.0
OI00003206,O0001838,P0030,1,258.67,0.0
OI00003207,O0001838,P0043,1,45.3,0.0
OI00003208,O0001839,P0033,2,439.82,139.42
OI00003209,O0001839,P0006,2,126.14,31.22
OI00003210,O0001839,P0017,1,151.17,23.62
OI00003211,O0001840,P0019,1,659.27,0.0
OI00003212,O0001840,P0054,1,138.41,0.0
OI00003213,O0001840,P0038,1,272.59,0.0
OI00003214,O0001841,P0041,1,30.84,0.0
OI00003215,O0001842,P0019,2,669.58,0.0
OI00003216,O0001842,P0005,1,65.88,0.0
OI00003217,O0001843,P0059,1,63.33,0.0
OI00003218,O0001843,P0056,2,378.84,0.0
OI00003219,O0001844,P0033,1,434.17,0.0
OI00003220,O0001845,P0059,2,60.17,0.0
OI00003221,O0001846,P0055,1,143.89,10.8
OI00003222,O0001846,P0001,1,142.14,9.84
OI00003223,O0001847,P0019,1,656.15,72.6
OI00003224,O0001847,P0024,1,785.38,59.66
OI00003225,O0001848,P0029,2,286.86,0.0
OI00003226,O0001849,P0060,2,435.19,0.0
OI00003227,O0001849,P0019,1,673.62,0.0
OI00003228,O0001849,P0004,1,75.21,0.0
OI00003229,O0001850,P0050,1,14.42,0.0
OI00003230,O0001850,P0021,2,84.63,0.0
OI00003231,O0001851,P0003,2,81.41,0.0
OI00003232,O0001852,P0039,1,329.5,17.15
